kf_id,ts,n_fixed_kf,n_opt_kf,n_mps,n_edges,n_inlier_edges,ratio_inlier_edge,chi2_mean,chi2_std,pix_mean_px,pix_std_px,pix_median_px,pix_p90_px,opt_ms
15,1403715894.78,1,12,0,5165,5129,0.993030009681,0.707510153102,2.24191194281,1.17994429275,1.02468745262,0.894640207291,2.35351729393,12.304504
16,1403715894.83,1,11,0,4961,4920,0.99173553719,0.807416331546,6.21793485614,1.15632964302,0.996973816841,0.880545079708,2.29022312164,11.487899
17,1403715894.88,1,12,0,5659,5620,0.993108323025,4.148662772,183.591815729,1.16971345922,0.995233689962,0.89537191391,2.3475959301,14.224772
18,1403715894.93,1,12,0,5797,5753,0.992409867173,0.719671640277,2.81704504345,1.17061067317,0.983138155537,0.895351827145,2.32814884186,13.002023
19,1403715894.98,1,13,0,6450,6411,0.993953488372,2.00100270515,95.9413358997,1.17641490601,0.985079409169,0.903101027012,2.30670809746,15.610564
20,1403715895.03,1,14,0,6982,6919,0.990976797479,1.270941259,20.8546420846,1.18755767759,0.991854975704,0.903917074203,2.32921886444,17.186315
21,1403715895.08,1,14,0,6967,6917,0.992823309889,1.33649322893,49.2377209651,1.19276899274,0.988380958711,0.92483907938,2.37121653557,17.630913
22,1403715895.13,1,14,0,6951,6923,0.995971802618,0.723500661047,2.12867032188,1.20111059056,0.993478119175,0.933074593544,2.35738348961,18.257233
23,1403715895.18,1,14,0,6908,6868,0.994209612044,0.907559248846,14.6876210278,1.18808494357,0.969728056497,0.935365498066,2.34345221519,17.01235
24,1403715895.28,1,15,0,7306,7273,0.995483164522,0.717114802966,2.05054663014,1.18126949643,0.958835759053,0.933521807194,2.3119571209,20.190099
25,1403715895.33,1,15,0,7232,7203,0.995990044248,0.71708544171,2.52992897083,1.17029649058,0.952871124984,0.917533218861,2.29622769356,16.579075
26,1403715895.43,1,15,0,7296,7266,0.995888157895,0.728260618639,2.7776866675,1.17542436585,0.952115188593,0.921884536743,2.31200695038,18.105661
27,1403715895.48,1,15,0,7305,7274,0.99575633128,0.717696995814,1.77399713165,1.16680650359,0.951041508224,0.916143357754,2.3114528656,13.467847
28,1403715895.58,1,15,0,7229,7194,0.995158389819,0.714482502253,1.465557928,1.16834696017,0.951019199198,0.916349232197,2.29545259476,13.078675
29,1403715895.68,1,16,0,7673,7623,0.993483643946,0.7492847519,1.95839350645,1.16916719863,0.94619736592,0.920037508011,2.29824352264,25.034287
30,1403715895.78,1,16,0,7670,7605,0.991525423729,0.769112743853,2.72706065904,1.15303510009,0.933025724379,0.904359042645,2.30151772499,20.419245
31,1403715895.83,1,16,0,7686,7633,0.993104345563,0.640112233746,1.29012605189,1.07296578479,0.926066056586,0.81923609972,2.16183662415,20.253191
32,1403715895.88,1,17,0,8007,7966,0.994879480455,0.656389849662,2.69426566155,1.07519774885,0.927815432775,0.819364607334,2.17762255669,20.000489
33,1403715895.93,1,18,0,8351,8304,0.994371931505,0.676367640604,2.28105244541,1.08114525556,0.928635968502,0.825913250446,2.19132685661,21.216084
34,1403715895.98,1,18,0,8317,8277,0.995190573524,0.64422255855,1.69995194839,1.07179172445,0.921050496036,0.820842981339,2.17470836639,17.779693
35,1403715896.08,1,19,0,8787,8753,0.996130647548,0.637268188627,1.25504374822,1.07739418887,0.929427868061,0.826096236706,2.2112019062,19.20061
36,1403715896.18,1,18,0,8235,8189,0.994414086217,0.67348570572,1.94906701493,1.08068610801,0.941871067844,0.822136521339,2.20697903633,22.728768
37,1403715896.23,1,19,0,8585,8541,0.994874781596,0.665777456848,1.43270866252,1.08468197158,0.937810862322,0.825820624828,2.20201873779,16.280457
38,1403715896.28,1,19,0,8443,8406,0.995617671444,0.671526323423,2.08516490209,1.08484596603,0.931340582881,0.827476143837,2.2073404789,13.880812
39,1403715896.33,1,19,0,8424,8393,0.996320037987,0.637735878703,1.25406789713,1.07642370415,0.927362820171,0.816354513168,2.18613433838,15.715421
40,1403715896.38,1,19,0,8382,8349,0.996062992126,0.654993667015,1.663165229,1.07962843466,0.924683421277,0.824128091335,2.20257496834,12.877357
41,1403715896.43,1,19,0,8276,8244,0.996133397777,0.651470131476,1.92876466993,1.07742251866,0.922237660952,0.819715857506,2.21296238899,15.857234
42,1403715896.48,1,19,0,8194,8167,0.996704906029,0.627386596964,1.07102360775,1.08848662297,0.929520251075,0.828185737133,2.21960544586,17.384127
43,1403715896.53,1,20,0,8483,8450,0.996109866792,2.13491638724,137.899276955,1.09334842548,0.93269202661,0.837152242661,2.2181634903,15.962803
44,1403715896.58,1,20,0,8457,8428,0.996570888022,0.64093248251,1.60739610348,1.08763181378,0.925627900209,0.829670011997,2.21828579903,15.105706
45,1403715896.63,1,20,0,8445,8417,0.996684428656,1.64671443308,91.5515599949,1.08972615109,0.92705887064,0.836793959141,2.2197034359,16.92461
46,1403715896.68,1,21,0,8636,8611,0.997105141269,0.653838399249,1.74238945954,1.09331178869,0.933826090289,0.836431503296,2.22910571098,15.430267
47,1403715896.78,1,21,0,8620,8598,0.997447795824,0.631512744916,1.08122720897,1.09413529436,0.936238303823,0.832928538322,2.21220421791,17.496179
48,1403715896.83,1,21,0,8582,8558,0.997203449079,1.6790315916,77.6941941475,1.09795868948,0.928895829165,0.843775749207,2.22929358482,22.991766
49,1403715897.08,1,21,0,8716,8664,0.994033960532,0.689544553535,1.55614523066,1.10330382986,0.930793738038,0.851441323757,2.22584700584,20.479919
50,1403715897.13,1,22,0,9087,9040,0.994827775944,0.690485015527,1.5372668164,1.10622116602,0.926288146545,0.858894824982,2.22907090187,25.828145
51,1403715897.23,1,22,0,9249,9203,0.99502648935,0.711771975483,2.0255186592,1.10562616883,0.928935906328,0.852315247059,2.24110579491,25.841389
52,1403715897.33,1,22,0,9217,9172,0.995117717262,0.70023920079,2.08135920837,1.1081034664,0.939404718038,0.850468337536,2.24094939232,22.887273
53,1403715897.43,1,23,0,9547,9488,0.993820048183,0.74898313755,3.59008704076,1.11903454603,0.951124936146,0.856293022633,2.27110099792,22.517471
54,1403715897.53,1,23,0,9474,9408,0.993033565548,0.806222928712,5.27314239398,1.11996048956,0.95096226249,0.862894773483,2.23872733116,18.417514
55,1403715897.63,1,23,0,9403,9334,0.99266191641,0.73879285755,2.21439880619,1.11074497753,0.954522346135,0.852967381477,2.23046278954,17.758726
56,1403715897.73,1,24,0,9731,9670,0.99373137396,0.734997146638,2.10568294824,1.10962665465,0.958694248835,0.850425004959,2.23486876488,28.243653
57,1403715897.83,1,24,0,9704,9640,0.993404781533,0.714636452154,1.38384505158,1.10465680366,0.955305641128,0.84300750494,2.22431731224,23.254808
58,1403715897.93,1,25,0,10079,9996,0.991765056057,0.778167585012,2.60628173736,1.11185320714,0.959725382759,0.846541821957,2.22715139389,24.865757
59,1403715898.03,1,25,0,10018,9949,0.993112397684,0.800449865047,3.49573366308,1.11182317072,0.950203839578,0.847621619701,2.24872112274,25.48587
60,1403715898.13,1,25,0,9924,9869,0.994457879887,0.889236466779,12.1101794105,1.10615713533,0.939957030513,0.850001752377,2.23031115532,30.48791
61,1403715898.23,1,25,0,9972,9913,0.994083433614,0.721372488797,1.4716109233,1.09863388134,0.934170174946,0.843067586422,2.20771932602,23.776073
62,1403715898.33,1,26,0,10321,10280,0.996027516713,0.756344440331,3.58008434352,1.10081146225,0.926135445165,0.849538803101,2.19841814041,35.29009
63,1403715898.43,1,27,0,10482,10444,0.996374737645,0.695356752103,1.09976649532,1.10073900415,0.92105523907,0.855540513992,2.18805146217,25.391001
64,1403715898.53,1,28,0,10711,10650,0.994304920176,1.26905842581,50.3540628784,1.10750031945,0.924691707579,0.861123979092,2.20427703857,35.741611
65,1403715898.63,1,29,0,11013,10979,0.99691273949,0.710887801884,1.72051542339,1.09641503321,0.915775379267,0.853177905083,2.18413352966,26.668928
66,1403715898.73,1,30,0,11372,11347,0.997801618009,0.694792324797,1.19470869761,1.1010760962,0.917326546016,0.856689989567,2.1962659359,29.750389
67,1403715898.93,1,30,0,11304,11272,0.997169143666,0.775101392676,5.975881678,1.09572844524,0.906639448021,0.854306221008,2.17503237724,28.926034
68,1403715899.13,9,23,0,11714,11692,0.998121905412,0.879047326646,15.1120144889,1.09419218542,0.902820038919,0.853328287601,2.17351293564,21.009986
69,1403715899.33,25,7,0,6016,6001,0.997506648936,0.720967574193,2.13972927079,1.12393850045,0.897231269457,0.88910061121,2.21623086929,7.758986
70,1403715899.63,25,8,0,6439,6414,0.996117409536,0.722408189118,1.26168599992,1.14482803258,0.914116599784,0.909159064293,2.25319433212,7.510309
71,1403715899.78,25,9,0,6979,6943,0.994841667861,0.728686341133,1.42000925045,1.1378089095,0.921687787562,0.903562188148,2.25949835777,7.145128
72,1403715899.98,25,10,0,7371,7337,0.995387328721,0.727707802518,1.28476331098,1.1559276768,0.955254954094,0.90801602602,2.28345417976,9.630831
73,1403715900.08,25,11,0,7806,7764,0.994619523444,0.811817284134,3.29053429563,1.16414180281,0.950149382982,0.915538370609,2.29954743385,8.325972
74,1403715900.18,25,12,0,8215,8172,0.99476567255,0.776263915434,2.72808808306,1.16843524103,0.961235291131,0.913626968861,2.31301355362,13.529107
75,1403715900.23,25,13,0,8624,8589,0.995941558442,0.75126253302,1.72585245712,1.17302394258,0.963896498759,0.919394850731,2.31462240219,10.626458
76,1403715900.28,26,13,0,8448,8409,0.995383522727,0.762484748728,2.50118520529,1.18279656254,0.970147568056,0.931431531906,2.33476376534,12.549458
77,1403715900.33,26,14,0,8916,8862,0.993943472409,0.806998082455,2.88450123657,1.17675572455,0.966220177912,0.918438851833,2.33811473846,15.848632
78,1403715900.38,26,15,0,9313,9275,0.995919682165,0.74514973189,1.61091394215,1.17558752634,0.962704811349,0.921636819839,2.33031058311,14.317601
79,1403715900.43,26,16,0,9750,9723,0.997230769231,0.732450397215,1.78782475436,1.17001887751,0.965497907838,0.906499028206,2.32970285416,15.707257
80,1403715900.48,26,17,0,10170,10137,0.996755162242,0.778703246985,5.27750123578,1.17461883117,0.969786985744,0.905016899109,2.35841798782,16.823073
81,1403715900.53,26,18,0,10605,10558,0.995568128241,0.763179307677,1.86827886604,1.17392419704,0.967823024706,0.911666512489,2.35028982162,25.339414
82,1403715900.63,26,19,0,10981,10933,0.995628813405,0.768695460838,2.40773341254,1.1761327449,0.974415341554,0.908631324768,2.36837863922,23.350249
83,1403715900.73,26,20,0,11387,11337,0.995609027839,0.779304120931,4.08166959007,1.17508397994,0.978300729233,0.902737259865,2.36528730392,25.092919
84,1403715900.83,26,21,0,11599,11556,0.996292783861,0.792521991236,4.83017749956,1.17266022906,0.975538322675,0.896504104137,2.36486077309,23.322065
85,1403715900.93,26,21,0,11506,11459,0.995915174691,0.804311860661,3.76176009059,1.18103891514,0.979581514191,0.906607925892,2.37413406372,29.284491
86,1403715901.03,26,22,0,11884,11841,0.996381689667,0.756460638637,1.88898399,1.17613041203,0.983478054621,0.898302972317,2.35792636871,26.441443
87,1403715901.13,26,23,0,12249,12201,0.99608131276,0.772654255042,2.98525512744,1.1753443809,0.981667376804,0.896292567253,2.36356925964,23.857298
88,1403715901.23,27,23,0,12160,12111,0.995970394737,0.752684368911,1.79440609865,1.17595910523,0.993707361399,0.892282426357,2.3668012619,34.281555
89,1403715901.33,27,23,0,12046,11992,0.995517184128,0.762121240795,2.02593619606,1.17351334421,0.987530428451,0.895315170288,2.35519313812,26.689357
90,1403715901.43,27,23,0,11726,11689,0.996844618796,0.73173268079,1.28417970907,1.17731175692,0.98933456015,0.898173749447,2.361992836,24.140209
91,1403715901.53,27,24,0,11893,11866,0.997729757,0.734757375221,2.06429610814,1.1822124153,0.995949202329,0.901613414288,2.37600684166,20.562992
92,1403715901.63,27,25,0,12172,12146,0.997863950049,0.732963036428,1.6114234796,1.18500115395,1.00149639929,0.902900338173,2.38253831863,25.422084
93,1403715901.73,30,23,0,11431,11399,0.997200594874,0.75777339411,3.35567155508,1.194146761,1.01416689537,0.906483054161,2.40346288681,22.867252
94,1403715901.83,27,26,0,12276,12222,0.995601173021,0.820551504825,6.54633219377,1.18814571483,0.993287958513,0.90930223465,2.39304280281,34.471378
95,1403715901.93,27,27,0,12569,12516,0.995783276315,0.815499732034,3.82181936539,1.18699618396,0.994361909999,0.905797064304,2.37880563736,29.911304
96,1403715902.03,27,28,0,12782,12723,0.995384133938,1.08145604234,19.6402519628,1.20314572838,1.01116115992,0.918150007725,2.40996360779,28.809258
97,1403715902.13,27,28,0,12745,12670,0.994115339349,0.802613849214,1.65860685634,1.20212054069,1.01206532426,0.915433764458,2.42546987534,35.918075
98,1403715902.23,26,29,0,13182,13136,0.99651039296,0.744930608023,1.2301735403,1.18102532571,0.995091295778,0.902281463146,2.38424372673,35.035034
99,1403715902.33,26,30,0,13318,13238,0.993993092056,0.985996059828,21.1132652635,1.18117653201,0.997902609503,0.898750901222,2.39654231071,28.390326
100,1403715902.43,26,31,0,13498,13434,0.995258556823,0.762441036601,1.35242870953,1.18068629646,1.00142256278,0.895064234734,2.39976644516,35.055247
101,1403715902.53,26,32,0,13699,13645,0.996058106431,0.780589269449,1.89867825318,1.18283833717,1.00726093575,0.898174166679,2.40276575089,33.895261
102,1403715902.63,26,33,0,13873,13808,0.995314639948,0.868928042267,6.15035619378,1.19012368793,1.01446775231,0.902026355267,2.40766692162,30.44221
103,1403715902.73,26,34,0,14058,14002,0.996016503059,0.774623956695,1.52787988175,1.18540741872,1.00908174764,0.902118861675,2.39634180069,36.036311
104,1403715902.83,26,34,0,13984,13927,0.995923913043,0.793770584522,2.29390091586,1.18315499118,1.00175212874,0.898798704147,2.39087152481,33.475766
105,1403715902.98,25,36,0,15085,14999,0.994298972489,0.93016500369,11.3237041828,1.18695281776,1.01059607186,0.898688971996,2.40694618225,37.583438
106,1403715903.43,1,62,0,21487,21416,0.996695676456,0.749238909584,1.23384760269,1.16484840387,0.99403647206,0.883944272995,2.35951304436,74.546356
107,1403715903.63,6,58,0,21929,21867,0.997172693693,0.760566510812,2.27682946298,1.16821079181,0.99420224177,0.887042582035,2.36639332771,60.600435
108,1403715903.78,12,53,0,21672,21617,0.99746216316,0.754798311953,1.81013231979,1.17453635324,1.00483482173,0.892039656639,2.37239146233,48.844524
109,1403715903.93,27,39,0,19018,18933,0.995530550005,0.778744639736,1.77106274103,1.20108205503,0.99728184737,0.932674229145,2.39090371132,45.958335
110,1403715904.08,31,36,0,17720,17668,0.997065462754,0.847876070663,9.56468729052,1.22861126544,1.01196348047,0.950198173523,2.45501041412,45.26483
111,1403715904.23,31,37,0,18168,18101,0.99631219727,1.04819537527,24.6218099814,1.23525217712,1.01746426779,0.954876363277,2.45725107193,66.521264
112,1403715904.38,31,38,0,18529,18456,0.99606022991,0.824970618665,2.69779867812,1.23184045484,1.01297406752,0.95487600565,2.44493436813,41.220088
113,1403715904.53,32,37,0,17785,17717,0.996176553275,0.810391616931,1.81699360072,1.23080550582,1.00084637504,0.958955466747,2.43810939789,50.663947
114,1403715904.68,32,38,0,18060,18008,0.997120708749,0.779693995299,1.14357013723,1.22866689753,0.99528925915,0.960496902466,2.43637299538,39.032273
115,1403715904.78,35,36,0,16626,16578,0.997112955612,5.40178412769,586.129697422,1.2198421809,0.978459990712,0.958232879639,2.40356779099,31.733003
116,1403715904.88,36,36,0,16697,16639,0.996526322094,5.08619130842,541.42385014,1.22920962913,0.986172134388,0.966315805912,2.42260861397,51.684296
117,1403715905.03,38,35,0,15944,15892,0.996738585048,0.859807658033,4.68170458293,1.21456480767,0.971547091785,0.955401003361,2.38622641563,43.297836
118,1403715905.13,37,36,0,17321,17261,0.996535996767,0.868033898691,4.46484675225,1.23591442978,0.994169077478,0.968769609928,2.42154359818,45.389373
119,1403715905.23,41,33,0,15230,15146,0.994484569928,0.92107139503,6.20187858723,1.2154274765,0.969701264587,0.960770308971,2.36703038216,37.041248
120,1403715905.33,47,28,0,14635,14573,0.995763580458,0.934643643726,8.87216872161,1.24604465323,0.981363548611,0.985183119774,2.43413352966,35.613347
121,1403715905.43,47,28,0,13901,13852,0.996475073736,0.850477805536,1.74815843701,1.24365023713,0.976632394175,0.982998669147,2.44009184837,26.893803
122,1403715905.53,45,31,0,14468,14412,0.996129388996,0.864267362783,2.05538263619,1.24661997142,0.98210774921,0.985247075558,2.45760369301,31.530633
123,1403715905.63,23,26,0,13107,13066,0.996871900511,0.865679704534,1.53394127917,1.26627206911,0.993112394137,1.00377190113,2.48953771591,16.517491
124,1403715905.73,23,27,0,13980,13944,0.997424892704,0.897837619277,4.95194919851,1.26745561644,0.993065016025,1.00203573704,2.49410939217,20.005102
125,1403715905.83,36,14,0,8919,8888,0.996524274022,1.17658760811,22.3027541777,1.35232603987,1.01965443151,1.09803795815,2.59696102142,11.30337
126,1403715905.93,37,14,0,7635,7621,0.998166339227,0.965547468117,1.20476913469,1.39052596729,1.03473075914,1.14288401604,2.65735316277,9.731641
127,1403715906.03,37,13,0,6043,6030,0.997848750621,1.0370875787,1.85011543785,1.45192784591,1.07470077226,1.19871866703,2.80398535728,6.600333
128,1403715906.08,37,13,0,5956,5953,0.999496306246,1.02171106478,1.96767033009,1.4506003906,1.07135543708,1.2025475502,2.80284810066,6.564027
129,1403715906.13,37,14,0,6027,6025,0.999668159947,1.00747456242,1.17160178747,1.46026024369,1.08123998513,1.20236849785,2.82003855705,4.803448
130,1403715906.28,37,14,0,5134,5128,0.998831320608,1.05471292844,1.21327984042,1.53577660162,1.10799105626,1.27945625782,2.95709323883,5.500786
131,1403715906.38,36,13,0,4359,4357,0.99954117917,1.12441311318,3.06315820689,1.62443432768,1.13600090658,1.36384427547,3.07424235344,5.76398
132,1403715909.93,40,41,0,19319,19244,0.996117811481,0.834303956888,1.71297004315,1.25012690936,1.03502672559,0.962686061859,2.50385570526,46.162317
133,1403715910.08,17,69,0,25421,25334,0.996577632666,0.861129894553,6.41719081272,1.22755453111,1.01010729154,0.946301877499,2.45985126495,75.356185
134,1403715910.28,33,52,0,23493,23418,0.996807559699,0.856567345427,4.6013913787,1.24304824373,1.00220160026,0.971554458141,2.46628117561,79.361962
135,1403715910.48,40,46,0,21843,21781,0.997161562056,0.879740622399,3.0120085662,1.29384641464,1.0155438109,1.02612006664,2.54129838943,49.416971
136,1403715910.63,40,47,0,22189,22149,0.998197304971,0.869660645868,3.25257121973,1.29245986027,1.01404723877,1.02628386021,2.53894877434,48.705947
137,1403715910.88,38,50,0,22443,22384,0.997371117943,0.887727326415,3.99808235627,1.29875854681,1.01976351021,1.0295702219,2.55567002296,54.395696
138,1403715911.03,37,52,0,22849,22785,0.997199002145,0.852878875206,1.2258007927,1.29731652989,1.01985112134,1.02761435509,2.5481338501,58.086953
139,1403715911.18,38,52,0,22545,22486,0.997383011754,0.93662059645,6.14996424271,1.29210546213,1.01516785207,1.0259796381,2.54056072235,59.283942
140,1403715911.33,38,52,0,22638,22560,0.996554465942,1.42836632872,43.8309858817,1.28571683314,1.01122584277,1.02412772179,2.53187870979,108.711203
141,1403715911.53,41,50,0,19719,19401,0.983873421573,14.7352227241,1503.91320636,1.29545528349,0.994752277013,1.04054534435,2.51981663704,125.114373
142,1403715911.73,48,44,0,17600,17555,0.997443181818,0.865454493652,1.51204723437,1.26852164312,0.993203972921,1.01196599007,2.48645377159,60.458599
143,1403715911.88,31,44,0,17694,17601,0.994743981011,5.34645033788,392.676501756,1.27693501134,1.00417872208,1.01609623432,2.51201629639,79.168431
144,1403715912.03,24,44,0,17930,17841,0.995036252091,2.15853607258,97.9204408887,1.27130728161,1.0030269496,1.01010632515,2.50780510902,66.525222
145,1403715912.18,23,46,0,18020,17898,0.993229744728,8.93243151303,526.175435881,1.27915800011,1.00479098965,1.01905691624,2.51527094841,78.424548
146,1403715912.33,24,46,0,18160,18058,0.994383259912,8.38830150979,662.525217167,1.27872452012,1.00601989656,1.01707863808,2.51534938812,105.638658
147,1403715912.53,44,26,0,15831,15731,0.993683279641,1.5041243089,31.8401721818,1.31625732466,1.02332703757,1.05160796642,2.57659077644,36.432673
148,1403715912.63,47,23,0,11075,11023,0.995304740406,1.05685408517,5.03524584709,1.36743770935,1.04046681756,1.10324203968,2.64606451988,20.29244
149,1403715912.73,46,25,0,12117,12069,0.996038623422,0.993558173449,2.28527822385,1.33991312565,1.02906242412,1.07710981369,2.60504364967,21.486324
150,1403715912.83,45,24,0,8846,8801,0.994912955008,1.12172037863,4.45217834494,1.41858556566,1.07014532026,1.15058517456,2.76604771614,18.869907
151,1403715912.93,45,25,0,9211,9157,0.99413744436,1.07233219292,1.8474996076,1.43241975726,1.07802803014,1.16639363766,2.79638028145,21.791463
152,1403715913.03,46,25,0,9432,9359,0.992260390161,2.60367207991,71.9968073403,1.4315736713,1.07903735011,1.16351664066,2.79469156265,26.164036
153,1403715913.13,46,26,0,9760,9697,0.993545081967,1.27439589854,8.57633144451,1.43151725639,1.0752434019,1.1677621603,2.79328250885,25.261152
154,1403715913.23,46,24,0,8991,8933,0.99354910466,1.95236370428,55.878851035,1.44019718711,1.08122128597,1.16258406639,2.820561409,23.506391
155,1403715913.33,47,24,0,9346,9302,0.995292103574,2.13322685577,106.340091997,1.422556568,1.0605284021,1.15711081028,2.78519940376,21.612722
156,1403715913.43,46,19,0,7512,7474,0.99494142705,1.00103317448,2.49033815727,1.3869628726,1.03276223295,1.13185751438,2.70623421669,15.254922
157,1403715913.48,47,19,0,7577,7544,0.995644714267,1.34672661272,26.4267568939,1.40134417504,1.03557927906,1.15256798267,2.69561219215,17.88579
158,1403715913.58,47,20,0,8092,8042,0.993821057835,1.17369712569,10.43862906,1.40164356955,1.03035533939,1.14792656898,2.70452523232,21.585115
159,1403715913.68,47,21,0,8651,8604,0.994567102069,0.972012660685,1.41664861044,1.39438170972,1.02733477279,1.14547514915,2.70706701279,20.078526
160,1403715913.78,48,21,0,8950,8891,0.993407821229,0.979293047601,1.75059601296,1.39443215791,1.03539585749,1.14510583878,2.70690631866,19.117121
161,1403715913.88,48,22,0,9571,9494,0.991954863651,2.88154874699,66.6734769836,1.38377032192,1.0305586883,1.1480704546,2.66929221153,26.181836
162,1403715913.98,48,23,0,10103,10040,0.993764228447,0.994103378243,4.18065859164,1.38546349667,1.03809918882,1.14190506935,2.70403552055,23.515234
163,1403715914.08,49,23,0,10328,10251,0.992544539117,1.0221772183,2.49445447184,1.39776148166,1.05315130632,1.14698278904,2.72981023788,29.21507
164,1403715914.18,43,23,0,10256,10176,0.992199687988,0.98103482666,1.54111025454,1.36822255911,1.027408456,1.1172593832,2.68621277809,25.194515
165,1403715914.28,50,24,0,11044,10950,0.99148859109,2.37727824968,93.1733029523,1.39870476615,1.06022782338,1.14183044434,2.75275945663,21.682576
166,1403715914.38,44,23,0,10630,10554,0.99285042333,1.00846451183,4.32934903731,1.37662475742,1.04061367313,1.12337434292,2.6977725029,23.821841
167,1403715914.48,43,24,0,10938,10865,0.993326019382,1.02999443242,4.55101357129,1.36716941906,1.03868795583,1.10274422169,2.68698430061,32.959287
168,1403715914.58,44,24,0,10948,10878,0.993606138107,0.973738321407,1.83506639848,1.37503612674,1.04382326947,1.11847865582,2.70231580734,23.763433
169,1403715914.68,51,26,0,12053,11966,0.99278188003,1.11485285437,6.88882119116,1.39644882693,1.06092881288,1.13472127914,2.7484254837,35.599796
170,1403715914.78,44,26,0,11843,11777,0.994427087731,4.3004055145,249.607255703,1.37725575362,1.05437129342,1.11907887459,2.70789766312,26.79539
171,1403715914.88,44,26,0,11816,11740,0.993568043331,1.00706947954,3.55257097346,1.38462400813,1.06729573713,1.12102103233,2.71306705475,26.373229
172,1403715914.98,44,27,0,12271,12187,0.993154592128,1.00968811055,2.19456064385,1.38573659479,1.0610733891,1.12093782425,2.71017694473,30.303118
173,1403715915.08,44,28,0,12785,12707,0.993899100508,1.30022629865,23.8124372231,1.39078905714,1.06507634083,1.1236884594,2.7230489254,37.081427
174,1403715915.28,44,29,0,13246,13159,0.993431979465,1.0807900232,6.80427441148,1.39416173841,1.07238064325,1.12536907196,2.73166704178,43.960256
175,1403715915.38,44,30,0,13748,13634,0.991707884783,1.11486755047,4.9239747252,1.3986191059,1.08038792605,1.12108170986,2.74262332916,34.537822
176,1403715915.48,44,31,0,14172,14064,0.992379339543,1.02841073169,3.50064535573,1.40242238184,1.08582746679,1.12221264839,2.76010084152,31.683034
177,1403715915.58,51,32,0,14861,14757,0.993001816836,1.07212704846,9.88448789875,1.41852424182,1.09545702445,1.13966703415,2.78556513786,41.155461
178,1403715915.68,51,33,0,15295,15181,0.992546583851,1.02632776976,4.04571534191,1.41452436843,1.09279909338,1.1293939352,2.78485393524,41.796115
179,1403715915.78,44,33,0,15160,15081,0.994788918206,0.983691611854,2.68734354932,1.39681280265,1.07761467472,1.1116284132,2.74453902245,50.91823
180,1403715915.93,44,34,0,15628,15543,0.994561044279,1.35431993077,41.1193789922,1.39985797704,1.09297027055,1.11146700382,2.7581140995,42.466905
181,1403715916.08,44,35,0,16091,16003,0.994531104344,0.971884729466,1.93544470727,1.39564254985,1.0870517971,1.11104607582,2.74622821808,50.223047
182,1403715916.23,44,35,0,15946,15846,0.993728834818,1.01993498936,3.49570012694,1.39619603284,1.08002522364,1.11849868298,2.74687933922,41.284641
183,1403715916.38,44,36,0,16331,16224,0.993448043598,1.04071099292,3.95423333977,1.38101836967,1.06622286038,1.1052839756,2.72070980072,39.150196
184,1403715916.48,44,37,0,16684,16631,0.996823303764,0.97131934613,4.23232732756,1.38021259524,1.06363545089,1.10653460026,2.71148347855,60.509733
185,1403715916.63,44,37,0,16461,16393,0.995869023753,1.6391362233,35.8706530129,1.37616521618,1.06717180116,1.0985070467,2.70120286942,68.207329
