frame_id,ts,state,n_kps,n_map_pts,n_inliers,n_lost_kps,reproj_mean_px,reproj_std_px,reproj_median_px,n_reproj,obs_per_mp,n_local_mps,n_local_kfs,is_kf,n_global_kfs,n_global_mps,image_name
69,1403715527.36,1,3725,0,0,3725,0,0,0,0,0,0,0,0,0,0,
70,1403715527.41,1,3815,0,0,3815,0,0,0,0,0,0,0,0,0,0,
71,1403715527.46,1,3739,0,0,3739,0,0,0,0,0,0,0,0,0,0,
72,1403715527.51,1,3695,0,0,3695,0,0,0,0,0,0,0,0,0,0,
73,1403715527.56,1,3700,0,0,3700,0,0,0,0,0,0,0,0,0,0,
74,1403715527.61,1,3748,0,0,3748,0,0,0,0,0,0,0,0,0,0,
75,1403715527.66,1,3769,0,0,3769,0,0,0,0,0,0,0,0,0,0,
76,1403715527.71,1,3711,0,0,3711,0,0,0,0,0,0,0,0,0,0,
77,1403715527.76,1,3789,0,0,3789,0,0,0,0,0,0,0,0,0,0,
78,1403715527.81,1,3874,0,0,3874,0,0,0,0,0,0,0,0,0,0,
79,1403715527.86,1,3814,0,0,3814,0,0,0,0,0,0,0,0,0,0,
80,1403715527.91,1,3821,0,0,3821,0,0,0,0,0,0,0,0,0,0,
81,1403715527.96,1,3811,0,0,3811,0,0,0,0,0,0,0,0,0,0,
82,1403715528.01,1,3746,0,0,3746,0,0,0,0,0,0,0,0,0,0,
83,1403715528.06,1,3664,0,0,3664,0,0,0,0,0,0,0,0,0,0,
84,1403715528.11,1,3686,0,0,3686,0,0,0,0,0,0,0,0,0,0,
85,1403715528.16,1,3685,0,0,3685,0,0,0,0,0,0,0,0,0,0,
86,1403715528.21,1,3676,0,0,3676,0,0,0,0,0,0,0,0,0,0,
87,1403715528.26,1,3813,0,0,3813,0,0,0,0,0,0,0,0,0,0,
88,1403715528.31,1,3761,0,0,3761,0,0,0,0,0,0,0,0,0,0,
89,1403715528.36,1,3760,0,0,3760,0,0,0,0,0,0,0,0,0,0,
90,1403715528.41,1,3700,0,0,3700,0,0,0,0,0,0,0,0,0,0,
91,1403715528.46,1,3777,0,0,3777,0,0,0,0,0,0,0,0,0,0,
92,1403715528.51,1,3552,0,0,3552,0,0,0,0,0,0,0,0,0,0,
93,1403715528.56,1,3246,0,0,3246,0,0,0,0,0,0,0,0,0,0,
94,1403715528.61,1,2938,0,0,2938,0,0,0,0,0,0,0,0,0,0,
95,1403715528.66,1,3780,0,0,3780,0,0,0,0,0,0,0,0,0,0,
96,1403715528.71,2,3670,182,0,3488,0.255467061506,0.200972794062,0.20449693501,182,2,182,2,0,2,182,
97,1403715528.76,2,972,109,109,863,1.50150969638,1.09854699012,1.21316862106,109,2,542,2,1,2,548,
98,1403715528.81,2,979,116,116,863,1.82059876582,1.48085017127,1.35868310928,116,2.69827586207,403,3,1,3,403,
99,1403715528.86,2,989,110,110,879,1.93614617979,1.70186424792,1.36730086803,110,3.23636363636,325,4,1,4,325,
100,1403715528.91,2,978,99,99,879,1.83768669975,1.64368918871,1.26617574692,99,3.55555555556,349,5,1,5,349,
101,1403715528.96,2,989,126,126,863,1.82875030665,1.71219684047,1.22480905056,126,4.21428571429,424,6,1,6,424,
102,1403715529.01,2,991,156,156,835,1.71485054741,1.48836298787,1.41727006435,156,4.50641025641,488,7,0,7,488,
103,1403715529.06,2,994,101,101,893,1.92005720049,1.50302671322,1.48362743855,101,4.74257425743,488,7,1,7,488,
104,1403715529.11,2,1003,100,100,903,1.60003600171,1.30966123782,1.31513476372,100,4.94,502,8,1,8,502,
105,1403715529.16,2,1008,128,128,880,1.77810769755,1.3785842415,1.30200469494,128,4.8203125,551,9,1,9,551,
106,1403715529.21,2,1007,132,132,875,1.54894176447,1.25041698152,1.1887909174,132,5.2196969697,600,10,1,10,600,
107,1403715529.26,2,1005,140,140,865,1.65679095771,1.2962288813,1.29749202728,140,5.62142857143,634,11,1,11,634,
108,1403715529.31,2,1006,147,147,859,1.61318855322,1.35399457861,1.20366239548,147,5.69387755102,685,12,1,12,685,
109,1403715529.36,2,1006,155,155,851,1.5825009999,1.40753918189,1.26458072662,155,5.88387096774,737,13,1,13,737,
110,1403715529.41,2,1002,199,199,803,1.42516526176,0.978603491319,1.23020982742,199,5.93467336683,813,14,1,14,813,
111,1403715529.46,2,1008,207,207,801,1.33552698809,1.02242847929,1.03297936916,207,6.30434782609,865,15,1,15,865,
112,1403715529.51,2,1004,258,258,746,1.42628106549,1.22566325275,1.17447662354,258,6.52713178295,925,16,0,16,925,
113,1403715529.56,2,1002,244,244,758,1.55223264107,1.34220052694,1.18803870678,244,6.45901639344,925,16,1,16,925,
114,1403715529.61,2,1004,277,277,727,1.50288170378,1.3353042498,1.08508718014,277,6.42960288809,985,17,0,17,985,
115,1403715529.66,2,1007,262,262,745,1.5155917004,1.29079347387,1.08404111862,262,6.64885496183,985,17,1,17,985,
116,1403715529.71,2,1005,309,309,696,1.56394652309,1.39158711225,1.1503521204,309,6.77022653722,1061,18,0,18,1061,
117,1403715529.76,2,1002,293,293,709,1.4619398453,1.33788893562,1.02124011517,293,6.66894197952,1061,18,1,18,1061,
118,1403715529.81,2,1009,334,334,675,1.39532917554,1.31034959945,1.03662228584,334,6.99101796407,1135,19,1,19,1135,
119,1403715529.86,2,1007,357,357,650,1.37518110635,1.173463287,1.0792517662,357,7.43417366947,1183,20,0,20,1183,
120,1403715529.91,2,1003,319,319,684,1.43697103322,1.28535234042,1.07005810738,319,7.65517241379,1183,20,1,20,1183,
121,1403715529.96,2,1003,372,372,631,1.43323238931,1.18515804736,1.07574307919,372,7.92204301075,1243,21,0,21,1243,
122,1403715530.01,2,1005,346,346,659,1.48200458394,1.27056615207,1.13551580906,346,8.05780346821,1242,21,1,21,1242,
123,1403715530.06,2,1004,388,388,616,1.40134076105,1.11865610883,1.09507215023,388,8.5206185567,1318,22,0,22,1318,
124,1403715530.11,2,1001,369,369,632,1.49906973785,1.20576068805,1.13462913036,369,8.49322493225,1318,22,1,22,1318,
125,1403715530.16,2,988,364,364,624,1.55094176649,1.26962109996,1.17864704132,364,8.5,1348,23,0,23,1348,
126,1403715530.21,2,989,360,360,629,1.53594004228,1.16248967514,1.18533849716,360,8.62777777778,1347,23,1,23,1347,
127,1403715530.26,2,994,402,402,592,1.50562245236,1.13610256129,1.14884853363,402,8.4552238806,1385,24,0,24,1385,
128,1403715530.31,2,993,399,399,594,1.60969125258,1.31046091275,1.25696015358,399,8.99749373434,1384,24,1,24,1384,
129,1403715530.36,2,987,422,422,565,1.59798245921,1.17269035774,1.30472290516,422,9.18483412322,1457,25,0,25,1457,
130,1403715530.41,2,987,411,411,576,1.49967728482,1.12834125429,1.22484958172,411,8.96107055961,1457,25,1,25,1457,
131,1403715530.46,2,984,423,423,561,1.6699747816,1.23339854527,1.37047433853,423,8.94562647754,1533,26,0,26,1533,
132,1403715530.51,2,980,383,383,597,1.61531525636,1.19348904174,1.2870016098,383,9.84595300261,1533,26,1,26,1533,
133,1403715530.56,2,982,379,379,603,1.63677355754,1.19866123721,1.35486769676,379,9.98153034301,1577,27,0,27,1577,
134,1403715530.61,2,967,366,366,601,1.5259713681,1.18337382687,1.21623432636,366,9.84153005464,1575,27,1,27,1575,
135,1403715530.66,2,968,369,369,599,1.60480131941,1.2290884851,1.31686794758,369,10.1192411924,1603,28,0,28,1603,
136,1403715530.71,2,982,357,357,625,1.51687885822,1.14620235799,1.22118985653,357,9.86554621849,1600,28,1,28,1600,
137,1403715530.76,2,961,344,344,617,1.5716001195,1.24387462665,1.2251868248,344,10.6220930233,1655,29,0,29,1655,
138,1403715530.81,2,955,316,316,639,1.53367834063,1.17682022872,1.2408965826,316,9.73734177215,1641,28,1,28,1641,
139,1403715530.86,2,966,337,337,629,1.6317444389,1.27104405576,1.30379354954,337,10.0415430267,1655,29,0,29,1655,
140,1403715530.91,2,963,335,335,628,1.58143988413,1.2267871894,1.27881491184,335,9.71343283582,1654,29,1,29,1654,
141,1403715530.96,2,960,351,351,609,1.58684206438,1.10414720896,1.36102485657,351,10.0284900285,1691,30,0,30,1691,
142,1403715531.01,2,963,367,367,596,1.56160115374,1.25865786739,1.26265776157,367,9.6757493188,1689,30,1,30,1689,
143,1403715531.06,2,961,422,422,539,1.60131040381,1.2172247309,1.21621763706,422,9.66587677725,1767,31,0,31,1767,
144,1403715531.11,2,951,411,411,540,1.57315794517,1.20320915012,1.26621246338,411,9.38442822384,1748,30,0,30,1748,
145,1403715531.16,2,959,394,394,565,1.593489104,1.19277127241,1.25277423859,394,9.55076142132,1748,30,1,30,1748,
146,1403715531.21,2,956,422,422,534,1.58328479355,1.14205740508,1.28952109814,422,9.91943127962,1807,31,0,31,1807,
147,1403715531.26,2,953,413,413,540,1.53806040852,1.19630356975,1.20621550083,413,9.68280871671,1806,31,1,31,1806,
148,1403715531.31,2,956,418,418,538,1.6134330741,1.19850541338,1.28075611591,418,10.3133971292,1844,32,0,32,1844,
149,1403715531.36,2,946,332,332,614,1.59179050395,1.22055413667,1.31494855881,332,9.75602409639,1821,31,1,31,1821,
150,1403715531.41,2,932,297,297,635,1.62406918957,1.1728705717,1.34099686146,297,10.5723905724,1817,32,0,32,1817,
151,1403715531.46,2,943,278,278,665,1.69999291764,1.23077243027,1.40685331821,278,10.3381294964,1815,32,1,32,1815,
152,1403715531.51,2,964,327,327,637,1.68123069975,1.21183376909,1.35443794727,327,10.3547400612,1888,33,0,33,1888,
153,1403715531.56,2,953,331,331,622,1.75522593205,1.31737118816,1.38493788242,331,10.4108761329,1887,33,1,33,1887,
154,1403715531.61,2,947,364,364,583,1.78210032087,1.31026562959,1.48635399342,364,9.83241758242,1939,34,0,34,1939,
155,1403715531.66,2,953,347,347,606,1.69767557385,1.23394859716,1.40912640095,347,10.3688760807,1938,34,1,34,1938,
156,1403715531.71,2,943,380,380,563,1.69988462776,1.15044117346,1.44193804264,380,9.67894736842,1977,35,0,35,1977,
157,1403715531.76,2,939,379,379,560,1.58299931051,1.17804883221,1.2433000803,379,9.50395778364,1976,35,1,35,1976,
158,1403715531.81,2,944,374,374,570,1.72359669743,1.15139115614,1.46813428402,374,10.2112299465,1991,36,0,36,1991,
159,1403715531.86,2,940,375,375,565,1.5764730241,1.06626221071,1.3105751276,375,10.1386666667,1991,36,0,36,1991,
160,1403715531.91,2,944,359,359,585,1.60782774932,1.09120731766,1.3422999382,359,9.35933147632,1978,35,1,35,1978,
161,1403715531.96,2,933,368,368,565,1.64534536739,1.12242100713,1.41484069824,368,9.51358695652,2024,36,0,36,2024,
162,1403715532.01,2,917,340,340,577,1.62635077194,1.13244917668,1.38939881325,340,9.12941176471,2024,36,0,36,2024,
163,1403715532.06,2,925,345,345,580,1.6146475934,1.09529328166,1.33419144154,345,9.26086956522,2024,36,1,36,2024,
164,1403715532.11,2,909,331,331,578,1.6338913025,1.14829440336,1.34042811394,331,9.8670694864,2049,37,0,37,2049,
165,1403715532.16,2,910,336,336,574,1.62017252092,1.1856478498,1.32547676563,336,9.85416666667,2048,37,0,37,2048,
166,1403715532.21,2,954,336,336,618,1.69296657744,1.15103058147,1.39982676506,336,9.20238095238,2048,37,1,37,2048,
167,1403715532.26,2,925,327,327,598,1.77175433435,1.20078245902,1.52147376537,327,10.5382262997,2071,38,0,38,2071,
168,1403715532.31,2,912,319,319,593,1.63778218426,1.20914076077,1.30860590935,319,10.34169279,2070,38,0,38,2070,
169,1403715532.36,2,889,326,326,563,1.69777847884,1.12543247191,1.53281211853,326,10.5797546012,2070,38,1,38,2070,
170,1403715532.41,2,911,324,324,587,1.82267444782,1.33975373298,1.47937345505,324,10.8209876543,2081,39,0,39,2081,
171,1403715532.46,2,912,301,301,611,1.74628672187,1.16573926467,1.49591898918,301,11.4219269103,2081,39,0,39,2081,
172,1403715532.51,2,908,321,321,587,1.78246876491,1.1991074403,1.55806159973,321,11.0996884735,2080,39,1,39,2080,
173,1403715532.56,2,915,332,332,583,1.82928306955,1.29337315684,1.50362408161,332,11.5271084337,2093,40,0,40,2093,
174,1403715532.61,2,910,322,322,588,1.86380593511,1.3045247366,1.57145345211,322,11.6614906832,2093,40,0,40,2093,
175,1403715532.66,2,908,319,319,589,1.86156726734,1.18282986697,1.5964256525,319,11.0689655172,2079,39,1,39,2079,
176,1403715532.71,2,924,329,329,595,1.84559317472,1.18572881351,1.5846991539,329,11.6930091185,2083,40,0,40,2083,
177,1403715532.76,2,938,323,326,615,1.78319884247,1.28371382093,1.46072912216,323,10.560371517,2082,40,0,39,2064,
178,1403715532.81,2,902,305,305,597,1.82065506472,1.1843907814,1.54162597656,305,10.8295081967,2064,39,1,39,2064,
179,1403715532.86,2,935,327,327,608,1.99465935743,1.25563130947,1.74516510963,327,11.7400611621,2079,40,0,40,2079,
180,1403715532.91,2,913,319,319,594,1.7407995504,1.23471765767,1.43530142307,319,11.8275862069,2078,40,0,40,2078,
181,1403715532.96,2,945,313,313,632,1.80339795491,1.28872174841,1.47805786133,313,12.0191693291,2078,40,1,40,2078,
182,1403715533.01,2,948,282,282,666,1.78530868379,1.23626329531,1.47031128407,282,12.6879432624,2101,41,0,41,2101,
183,1403715533.06,2,927,310,310,617,1.73137476086,1.24871895095,1.46195697784,310,12.7161290323,2101,41,0,41,2101,
184,1403715533.11,2,944,293,293,651,1.91008947835,1.45062684248,1.45240831375,293,12.2593856655,2090,40,1,40,2090,
185,1403715533.16,2,927,312,312,615,1.84384522475,1.32225603699,1.51955914497,312,12.7948717949,2121,41,0,41,2121,
186,1403715533.21,2,937,295,295,642,1.82050224963,1.40449774536,1.49388790131,295,13.4576271186,2121,41,0,41,2121,
187,1403715533.26,2,957,290,290,667,1.84264762471,1.29515536614,1.61574006081,290,12.7103448276,2104,40,1,40,2104,
188,1403715533.31,2,954,295,295,659,1.74312110306,1.27149572864,1.39512181282,295,13.1050847458,2117,41,0,41,2117,
189,1403715533.36,2,954,285,285,669,1.79589290177,1.30421938806,1.47923743725,285,13.5157894737,2117,41,0,41,2117,
190,1403715533.41,2,983,299,299,684,1.8393185821,1.36363585192,1.50255072117,299,13.0100334448,2117,41,1,41,2117,
191,1403715533.46,2,957,297,297,660,1.79813111568,1.29768202549,1.46105277538,297,13.2962962963,2143,42,0,42,2143,
192,1403715533.51,2,941,288,288,653,1.85358937783,1.35918677667,1.62288701534,288,13.6319444444,2143,42,0,42,2143,
193,1403715533.56,2,952,312,312,640,1.78389157159,1.36686608816,1.40748953819,312,13.6762820513,2143,42,1,42,2143,
194,1403715533.61,2,947,323,323,624,1.69343697681,1.30374313946,1.31895649433,323,14.2755417957,2155,43,0,43,2155,
195,1403715533.66,2,958,312,312,646,1.73884335181,1.35497742315,1.34165298939,312,14.6121794872,2155,43,0,43,2155,
196,1403715533.71,2,955,301,301,654,1.70117918042,1.18276141752,1.39488565922,301,13.9568106312,2140,42,1,42,2140,
197,1403715533.76,2,957,308,308,649,1.73036934992,1.31422415001,1.40502130985,308,14.9155844156,2146,43,0,43,2146,
198,1403715533.81,2,977,288,288,689,1.5759951398,1.17716466549,1.3858320713,288,15.3020833333,2146,43,0,43,2146,
199,1403715533.86,2,951,310,310,641,1.7880854385,1.35590878694,1.51359403133,310,14.3838709677,2145,43,1,43,2145,
200,1403715533.91,2,977,304,304,673,1.63892663135,1.23291610655,1.25435674191,304,15.4671052632,2156,44,0,44,2156,
201,1403715533.96,2,950,314,314,636,1.72315199087,1.22656662043,1.37689781189,314,15.0445859873,2156,44,0,44,2156,
202,1403715534.01,2,966,309,309,657,1.64711360371,1.2975941802,1.30580687523,309,14.2944983819,2119,42,1,42,2119,
203,1403715534.06,2,968,316,316,652,1.72829593475,1.29051853035,1.3777589798,316,14.5759493671,2134,43,0,43,2134,
204,1403715534.11,2,973,293,293,680,1.75797256982,1.37881062978,1.35502004623,293,15.0443686007,2134,43,0,43,2134,
205,1403715534.16,2,972,280,280,692,1.67535249543,1.23836468535,1.37873744965,280,14.8392857143,2132,43,1,43,2132,
206,1403715534.21,2,977,308,308,669,1.9003154714,1.43699547615,1.50985109806,308,14.4545454545,2164,44,0,44,2164,
207,1403715534.26,2,961,273,273,688,1.8157206264,1.27080855392,1.47967803478,273,14.9816849817,2164,44,0,44,2164,
208,1403715534.31,2,980,261,261,719,1.684355806,1.26458759503,1.32348203659,261,14.7049808429,2148,43,1,43,2148,
209,1403715534.36,2,976,296,296,680,1.83176850994,1.30605713036,1.53688132763,296,13.4898648649,2180,44,0,44,2180,
210,1403715534.41,2,982,275,275,707,1.95441811285,1.40866468481,1.54338002205,275,13.8363636364,2180,44,0,44,2180,
211,1403715534.46,2,991,276,276,715,1.8162110889,1.36400610409,1.37388706207,276,13.347826087,2179,44,1,44,2179,
212,1403715534.51,2,989,334,334,655,1.65726716174,1.19088426512,1.41364109516,334,11.7574850299,2259,45,0,45,2259,
213,1403715534.56,2,985,324,324,661,1.83118222809,1.27721246335,1.49604249001,324,11.8703703704,2259,45,0,45,2259,
214,1403715534.61,2,989,308,308,681,1.82722221103,1.3511369558,1.51284408569,308,11.6038961039,2258,45,1,45,2258,
215,1403715534.66,2,991,360,360,631,1.8069299174,1.37458594381,1.49145078659,360,11.525,2333,46,0,46,2333,
216,1403715534.71,2,984,319,319,665,1.84212571945,1.31665163081,1.46226882935,319,11.3667711599,2333,46,0,46,2333,
217,1403715534.76,2,995,330,330,665,1.75994536962,1.24270007426,1.49051380157,330,11.2545454545,2331,46,1,46,2331,
218,1403715534.81,2,1006,301,301,705,1.83025192665,1.23187011994,1.5237210989,301,11.4451827243,2378,47,0,47,2378,
219,1403715534.86,2,1004,285,285,719,1.76228486446,1.24998895751,1.45402801037,285,11.2842105263,2378,47,0,47,2378,
220,1403715534.91,2,999,269,269,730,1.86684152863,1.28302587931,1.70510995388,269,11.4572490706,2377,47,0,47,2377,
221,1403715534.96,2,1001,237,237,764,1.9001578505,1.38674084726,1.53557896614,237,11.0126582278,2377,47,1,47,2377,
222,1403715535.01,2,1001,269,269,732,1.79672025019,1.38123248481,1.53188192844,269,9.13011152416,2379,48,0,48,2379,
223,1403715535.06,2,1001,231,231,770,1.90178883927,1.38634032368,1.53169262409,231,8.16883116883,2379,48,0,48,2379,
224,1403715535.11,2,1001,216,216,785,1.81629658194,1.35049827886,1.50031375885,216,7.29166666667,2377,48,0,48,2377,
225,1403715535.16,2,1003,208,208,795,1.82678369214,1.35547562786,1.48312389851,208,7.00961538462,2377,48,1,48,2377,
226,1403715535.21,2,1002,294,294,708,1.63083667721,1.39824186311,1.21596825123,294,5.86734693878,2499,49,0,49,2499,
227,1403715535.26,2,1003,272,272,731,1.82643019042,1.4231304302,1.46229314804,272,5.68014705882,2499,49,0,49,2499,
228,1403715535.31,2,1005,260,260,745,1.69235075987,1.28212176434,1.34478533268,260,5.78461538462,2497,49,0,49,2497,
229,1403715535.36,2,1006,256,256,750,1.75036569394,1.23667793167,1.55127573013,256,5.51953125,2497,48,0,49,2497,
230,1403715535.41,2,1003,242,242,761,1.73484586386,1.24215848102,1.40596866608,242,5.44628099174,2497,48,0,49,2497,
231,1403715535.46,2,1005,246,246,759,1.90453802382,1.37757064218,1.59046757221,246,5.42276422764,2497,48,0,49,2497,
232,1403715535.51,2,1003,232,232,771,1.95358280619,1.41238449275,1.56315052509,232,5.59051724138,2497,48,1,49,2497,
233,1403715535.56,2,1004,281,281,723,1.93118955508,1.40532028766,1.59188711643,281,5.42704626335,2547,46,0,50,2558,
234,1403715535.61,2,1004,278,278,726,1.72155552829,1.38659951758,1.25197911263,278,5.35611510791,2558,50,0,50,2558,
235,1403715535.66,2,1001,243,243,758,1.78498702751,1.41539264958,1.41995286942,243,5.55144032922,2558,50,1,50,2558,
236,1403715535.71,2,1005,310,310,695,1.82829461475,1.3757199002,1.52230846882,310,5.57096774194,2636,51,0,51,2636,
237,1403715535.76,2,1004,304,304,700,1.78151881315,1.41506380233,1.41635286808,304,5.42105263158,2636,51,0,51,2636,
238,1403715535.81,2,1002,282,282,720,1.89518792206,1.37836764537,1.49584650993,282,5.1524822695,2610,45,0,51,2636,
239,1403715535.86,2,1001,267,267,734,1.78095763623,1.32332880431,1.44256091118,267,5.19850187266,2610,45,0,51,2636,
240,1403715535.91,2,1003,268,268,735,2.07155578161,1.39659954498,1.72652006149,268,5.2723880597,2544,43,0,51,2636,
241,1403715535.96,2,1003,253,253,750,2.02655620013,1.36340712989,1.70317471027,253,5.1185770751,2544,43,0,51,2636,
242,1403715536.01,2,1003,223,223,780,2.09353294214,1.39952215558,1.80719149113,223,5.18385650224,2544,43,1,51,2636,
243,1403715536.06,2,1000,290,290,710,1.72447061392,1.27564186844,1.38493192196,290,5.20689655172,2571,44,0,52,2663,
244,1403715536.11,2,1002,277,277,725,1.9364524673,1.39861587403,1.59093916416,277,5.18411552347,2560,43,0,52,2663,
245,1403715536.16,2,999,269,269,730,1.89007159336,1.35959540818,1.59331524372,269,5.24163568773,2560,43,0,52,2663,
246,1403715536.21,2,1004,251,251,753,2.058439827,1.38051467355,1.87169277668,251,5.29083665339,2571,44,1,52,2663,
247,1403715536.26,2,999,348,348,651,1.66409685777,1.2822486048,1.28089272976,348,5.1867816092,2655,45,0,53,2747,
248,1403715536.31,2,1001,300,300,701,1.78392110902,1.27581406507,1.52861344814,300,5.23,2644,44,0,53,2747,
249,1403715536.36,2,1000,290,290,710,1.8661194535,1.48319357403,1.52351891994,290,4.93103448276,2556,39,0,53,2747,
250,1403715536.41,2,995,277,277,718,2.06268564894,1.47818576379,1.68030166626,277,4.86281588448,2556,39,0,53,2747,
251,1403715536.46,2,995,248,248,747,2.1233032713,1.42928637371,1.84271001816,248,4.76612903226,2556,39,1,53,2747,
252,1403715536.51,2,989,311,311,678,1.58972551113,1.17227190636,1.31277966499,311,5.02893890675,2656,40,0,54,2847,
