input_id,start_ts,end_ts,pair_valid,imu_initialized,imu_ba1,imu_ba2,map_id,reset_epoch,map_create_epoch,dx,dy,dz,qx,qy,qz,qw
37,nan,1413393887.855760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
38,nan,1413393887.905760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
39,nan,1413393887.955760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
40,nan,1413393888.005760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
41,nan,1413393888.055760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
42,nan,1413393888.105760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
43,nan,1413393888.155760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
44,nan,1413393888.205760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
45,nan,1413393888.255760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
46,nan,1413393888.305760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
47,nan,1413393888.355760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
48,nan,1413393888.405760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
49,nan,1413393888.455760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
50,nan,1413393888.505760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
51,nan,1413393888.555760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
52,nan,1413393888.605760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
53,nan,1413393888.655760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
54,nan,1413393888.705760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
55,nan,1413393888.755760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
56,nan,1413393888.805760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
57,nan,1413393888.855760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
58,nan,1413393888.905760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
59,nan,1413393888.955760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
60,nan,1413393889.005760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
61,nan,1413393889.055760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
62,nan,1413393889.105760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
63,nan,1413393889.155760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
64,nan,1413393889.205760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
65,nan,1413393889.255760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
66,nan,1413393889.305760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
67,nan,1413393889.355760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
68,nan,1413393889.405760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
69,nan,1413393889.455760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
70,nan,1413393889.505760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
71,nan,1413393889.555760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
72,nan,1413393889.605760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
73,nan,1413393889.655760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
74,nan,1413393889.705760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
75,nan,1413393889.755760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
76,nan,1413393889.805760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
77,nan,1413393889.855760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
78,nan,1413393889.905760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
79,nan,1413393889.955760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
80,nan,1413393890.005760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
81,nan,1413393890.055760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
82,nan,1413393890.105760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
83,nan,1413393890.155760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
84,nan,1413393890.205760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
85,nan,1413393890.255760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
86,nan,1413393890.305760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
87,nan,1413393890.355760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
88,nan,1413393890.405760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
89,nan,1413393890.455760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
90,nan,1413393890.505760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
91,nan,1413393890.555760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
92,nan,1413393890.605760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
93,nan,1413393890.655760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
94,nan,1413393890.705760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
95,nan,1413393890.755760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
96,nan,1413393890.805760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
97,nan,1413393890.855760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
98,nan,1413393890.905760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
99,nan,1413393890.955760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
100,nan,1413393891.005760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
101,nan,1413393891.055760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
102,nan,1413393891.105760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
103,nan,1413393891.155760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
104,nan,1413393891.205760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
105,nan,1413393891.255760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
106,nan,1413393891.305760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
107,nan,1413393891.355760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
108,nan,1413393891.405760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
109,nan,1413393891.455760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
110,nan,1413393891.505760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
111,nan,1413393891.555760383606,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
112,nan,1413393891.605760574341,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
113,nan,1413393891.655760288239,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
114,nan,1413393891.705760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
115,nan,1413393891.755760431290,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
116,nan,1413393891.805760622025,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
117,nan,1413393891.855760335922,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
118,nan,1413393891.905760526657,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
119,nan,1413393891.955760478973,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan
120,1413393891.005760431290,1413393892.005760431290,1,1,0,0,0,0,0,-0.285268962383,0.101990938187,-0.443180829287,-0.066248834133,0.001898438204,-0.002153159119,-0.997799038887
121,1413393891.055760383606,1413393892.055760383606,1,1,0,0,0,0,0,-0.273322999477,0.117794394493,-0.525045573711,-0.043069519103,0.003550075227,-0.002970059868,-0.999061405659
122,1413393891.105760574341,1413393892.105760574341,1,1,0,0,0,0,0,-0.272081434727,0.139105170965,-0.601257562637,-0.023925796151,0.003113433952,-0.002116176067,-0.999706685543
123,1413393891.155760288239,1413393892.155760288239,1,1,0,0,0,0,0,-0.273793995380,0.162535399199,-0.665818214417,-0.010752681643,0.001332069980,0.000080644808,-0.999941289425
124,1413393891.205760478973,1413393892.205760478973,1,1,0,0,0,0,0,-0.269924312830,0.185056507587,-0.744634389877,-0.000244693336,0.000828996592,0.000922005391,-0.999999165535
125,1413393891.255760431290,1413393892.255760431290,1,1,0,0,0,0,0,-0.270106941462,0.207520484924,-0.815276920795,0.007371031679,-0.001211049035,0.002998399781,-0.999967634678
126,1413393891.305760622025,1413393892.305760622025,1,1,0,0,0,0,0,-0.269877910614,0.212120145559,-0.891392469406,0.018834644929,-0.002474857261,0.002747392748,-0.999815821648
127,1413393891.355760335922,1413393892.355760335922,1,1,0,0,0,0,0,-0.267605751753,0.186927795410,-0.973636269569,0.044845636934,-0.003512967378,0.003990788013,-0.998979866505
128,1413393891.405760526657,1413393892.405760526657,1,1,0,0,0,0,0,-0.262844592333,0.135893404484,-1.049741029739,0.078823730350,-0.004300205503,0.007311394438,-0.996852517128
129,1413393891.455760478973,1413393892.455760478973,1,1,0,0,0,0,0,-0.273262649775,0.088146537542,-1.126621007919,0.110885530710,-0.008022082038,0.008639595471,-0.993763267994
130,1413393891.505760431290,1413393892.505760431290,1,1,0,0,0,0,0,-0.284883439541,0.047018975019,-1.188348412514,0.134526684880,-0.010907510296,0.011236092076,-0.990786314011
131,1413393891.555760383606,1413393892.555760383606,1,1,0,0,0,0,0,-0.295600324869,0.022021919489,-1.244064092636,0.150529697537,-0.013885088265,0.011904499494,-0.988436281681
132,1413393891.605760574341,1413393892.605760574341,1,1,0,0,0,0,0,-0.286334812641,0.007018506527,-1.294050574303,0.160483807325,-0.012334365398,0.009150212631,-0.986919045448
133,1413393891.655760288239,1413393892.655760288239,1,1,0,0,0,0,0,-0.292582333088,0.014306813478,-1.326233983040,0.168446391821,-0.013633923605,0.009861350060,-0.985567212105
134,1413393891.705760478973,1413393892.705760478973,1,1,0,0,0,0,0,-0.286156594753,0.022715538740,-1.353909730911,0.179051190615,-0.013332615606,0.010486258194,-0.983693540096
135,1413393891.755760431290,1413393892.755760431290,1,1,0,0,0,0,0,-0.293364524841,0.046843230724,-1.371764063835,0.190180242062,-0.013989032246,0.010226052254,-0.981596291065
136,1413393891.805760622025,1413393892.805760622025,1,1,0,0,0,0,0,-0.299416661263,0.070350170135,-1.383356213570,0.201568514109,-0.013701654039,0.010991215706,-0.979316949844
137,1413393891.855760335922,1413393892.855760335922,1,1,0,0,0,0,0,-0.307531893253,0.103966116905,-1.379140377045,0.207223594189,-0.013902952895,0.010754504241,-0.978135764599
138,1413393891.905760526657,1413393892.905760526657,1,1,0,0,0,0,0,-0.308567106724,0.145419508219,-1.361586928368,0.206838563085,-0.012745571323,0.010252319276,-0.978238403797
139,1413393891.955760478973,1413393892.955760478973,1,1,0,0,0,0,0,-0.309484779835,0.190760254860,-1.330276012421,0.198990136385,-0.010988894850,0.010193216614,-0.979886949062
140,1413393892.005760431290,1413393893.005760431290,1,1,0,0,0,0,0,-0.313049197197,0.260064631701,-1.282502293587,-0.182705789804,0.010709240101,-0.010986495763,0.983047962189
141,1413393892.055760383606,1413393893.055760383606,1,1,0,0,0,0,0,-0.324018120766,0.317778289318,-1.220359683037,-0.164084762335,0.009705743752,-0.010546392761,0.986342191696
142,1413393892.105760574341,1413393893.105760574341,1,1,0,0,0,0,0,-0.331681013107,0.355352669954,-1.154496788979,0.147343158722,-0.008491680026,0.009901504032,-0.988999485970
143,1413393892.155760288239,1413393893.155760288239,1,1,0,0,0,0,0,-0.340138912201,0.378607332706,-1.082456350327,-0.130065575242,0.006626706570,-0.008226304315,0.991449117661
144,1413393892.205760478973,1413393893.205760478973,1,1,0,0,0,0,0,-0.348730266094,0.383405864239,-1.008122205734,0.114387586713,-0.005230221897,0.008712335490,-0.993384242058
145,1413393892.255760431290,1413393893.255760431290,1,1,0,0,0,0,0,-0.357388138771,0.376058638096,-0.932625651360,-0.102361083031,0.003405969823,-0.006896549370,0.994717597961
146,1413393892.305760622025,1413393893.305760622025,1,1,0,0,0,0,0,-0.365530252457,0.357351034880,-0.855834960938,0.093391366303,-0.001698556822,0.003878913121,-0.995620548725
147,1413393892.355760335922,1413393893.355760335922,1,1,0,0,0,0,0,-0.374799847603,0.336185961962,-0.776970207691,-0.086053289473,-0.000700084725,0.002085616114,0.996288120747
148,1413393892.405760526657,1413393893.405760526657,1,1,0,0,0,0,0,-0.383653879166,0.306596875191,-0.694889187813,0.077713117003,0.002677269746,-0.007942511700,-0.996940612793
149,1413393892.455760478973,1413393893.455760478973,1,1,0,0,0,0,0,-0.392302513123,0.272122293711,-0.612808942795,-0.071698963642,-0.005207641516,0.013700738549,0.997318625450
150,1413393892.505760431290,1413393893.505760431290,1,1,0,0,0,0,0,-0.399601340294,0.221793994308,-0.525801181793,0.069373518229,0.008468816988,-0.019738454372,-0.997359514236
151,1413393892.555760383606,1413393893.555760383606,1,1,0,0,0,0,0,-0.406624495983,0.179051399231,-0.441118955612,-0.064627133310,-0.010930835269,0.022767575458,0.997589886189
152,1413393892.605760574341,1413393893.605760574341,1,1,0,0,0,0,0,-0.412893116474,0.132278233767,-0.354453563690,0.057686440647,0.013532125391,-0.026861662045,-0.997881650925
153,1413393892.655760288239,1413393893.655760288239,1,1,0,0,0,0,0,-0.417863488197,0.083113759756,-0.266662716866,-0.050511814654,-0.016534853727,0.031340129673,0.998094677925
154,1413393892.705760478973,1413393893.705760478973,1,1,0,0,0,0,0,-0.421046018600,0.030436560512,-0.178820014000,-0.038884498179,-0.019611338153,0.036576431245,0.998381495476
155,1413393892.755760431290,1413393893.755760431290,1,1,0,0,0,0,0,-0.422708749771,-0.026023119688,-0.091249942780,0.021763922647,0.021618140861,-0.040278173983,-0.998717546463
156,1413393892.805760622025,1413393893.805760622025,1,1,0,0,0,0,0,-0.419801950455,-0.090747267008,-0.007733225822,-0.003362637013,-0.022949619219,0.043071422726,0.998802721500
157,1413393892.855760335922,1413393893.855760335922,1,1,0,0,0,0,0,-0.415640532970,-0.157042950392,0.073499321938,0.018125170842,-0.023218715563,0.044367164373,0.998580992222
158,1413393892.905760526657,1413393893.905760526657,1,1,0,0,0,0,0,-0.408732116222,-0.224823623896,0.151279211044,0.040503978729,-0.022779909894,0.042775414884,0.998003423214
159,1413393892.955760478973,1413393893.955760478973,1,1,0,0,0,0,0,-0.399148464203,-0.291325628757,0.224653482437,-0.063256792724,0.021525725722,-0.042027071118,-0.996879637241
160,1413393893.005760431290,1413393894.005760431290,1,1,0,0,0,0,0,-0.385560929775,-0.357645988464,0.286993503571,0.080119930208,-0.020821977407,0.042608238757,0.995656430721
161,1413393893.055760383606,1413393894.055760383606,1,1,0,0,0,0,0,-0.370018243790,-0.419509232044,0.353757858276,0.090272411704,-0.020069900900,0.041757881641,0.994838893414
162,1413393893.105760574341,1413393894.105760574341,1,1,0,0,0,0,0,-0.352685928345,-0.476083219051,0.417613506317,0.096090838313,-0.019205521792,0.041663024575,0.994314789772
163,1413393893.155760288239,1413393894.155760288239,1,1,0,0,0,0,0,-0.336361944675,-0.521233916283,0.475029468536,0.094187751412,-0.018715843558,0.041975080967,0.994493126869
164,1413393893.205760478973,1413393894.205760478973,1,1,0,0,0,0,0,-0.314149677753,-0.560634374619,0.538475751877,0.088621586561,-0.018793700263,0.044325850904,0.994901120663
165,1413393893.255760431290,1413393894.255760431290,1,1,0,0,0,0,0,-0.288393974304,-0.595187485218,0.600119590759,0.082892723382,-0.018455246463,0.044910673052,0.995374977589
166,1413393893.305760622025,1413393894.305760622025,1,1,0,0,0,0,0,-0.266105771065,-0.620444238186,0.657899737358,0.077277272940,-0.018116701394,0.043530680239,0.995894134045
167,1413393893.355760335922,1413393894.355760335922,1,1,0,0,0,0,0,-0.243686556816,-0.641692996025,0.711092293262,0.074699774384,-0.016642248258,0.038165871054,0.996336460114
168,1413393893.405760526657,1413393894.405760526657,1,1,0,0,0,0,0,-0.223547577858,-0.652666747570,0.766683697701,0.070319332182,-0.014639978297,0.030745370314,0.996943116188
169,1413393893.455760478973,1413393894.455760478973,1,1,0,0,0,0,0,-0.200003266335,-0.655243456364,0.818473339081,-0.068281136453,0.012626971118,-0.022455463186,-0.997333526611
170,1413393893.505760431290,1413393894.505760431290,1,1,0,0,0,0,0,-0.173502087593,-0.662418544292,0.869309067726,0.068510249257,-0.009711044841,0.015233240090,0.997486829758
171,1413393893.555760383606,1413393894.555760383606,1,1,0,0,0,0,0,-0.144781589508,-0.663431942463,0.915647983551,0.068761654198,-0.006299517583,0.008364335634,0.997578144073
172,1413393893.605760574341,1413393894.605760574341,1,1,0,0,0,0,0,-0.117859363556,-0.657191574574,0.957716047764,0.067256778479,-0.003095896915,0.001434955047,0.997729897499
173,1413393893.655760288239,1413393894.655760288239,1,1,0,0,0,0,0,-0.088062405586,-0.656902492046,0.995425045490,0.069903507829,0.000064074811,-0.005259287078,0.997539937496
174,1413393893.705760478973,1413393894.705760478973,1,1,0,0,0,0,0,-0.061789393425,-0.648933529854,1.031552433968,0.070824958384,0.002355883596,-0.011566053145,0.997418940067
175,1413393893.755760431290,1413393894.755760431290,1,1,0,0,0,0,0,-0.033452987671,-0.636237382889,1.069124937057,-0.068928308785,-0.003487267997,0.016961885616,-0.997471332550
176,1413393893.805760622025,1413393894.805760622025,1,1,1,0,0,0,0,-0.006653547287,-0.615964472294,1.099194765091,0.065234825015,0.003304258687,-0.017971685156,0.997702658176
177,1413393893.855760335922,1413393894.855760335922,1,1,1,0,0,0,0,0.018833994865,-0.587331056595,1.132373809814,0.058028489351,0.002385769272,-0.019026882946,0.998130798340
178,1413393893.905760526657,1413393894.905760526657,1,1,1,0,0,0,0,0.046452283859,-0.554898262024,1.164768934250,-0.050972569734,-0.001535624382,0.018407607451,-0.998529255390
179,1413393893.955760478973,1413393894.955760478973,1,1,1,0,0,0,0,0.067875623703,-0.511225879192,1.192484855652,-0.044182412326,-0.001050312072,0.018151162192,-0.998858034611
180,1413393894.005760431290,1413393895.005760431290,1,1,1,0,0,0,0,0.089863657951,-0.479480683804,1.214973688126,0.041472300887,0.000053501510,-0.018315101042,0.998971819878
181,1413393894.055760383606,1413393895.055760383606,1,1,1,0,0,0,0,0.112259149551,-0.452603876591,1.231831073761,-0.041664179415,0.000463376724,0.017391007394,-0.998980224133
182,1413393894.105760574341,1413393895.105760574341,1,1,1,0,0,0,0,0.132940053940,-0.429159849882,1.244602799416,-0.039024267346,0.000538579887,0.018753834069,-0.999062120914
183,1413393894.155760288239,1413393895.155760288239,1,1,1,0,0,0,0,0.152110457420,-0.410214573145,1.248769998550,-0.036432582885,-0.000151933389,0.021064104512,-0.999114096165
184,1413393894.205760478973,1413393895.205760478973,1,1,1,0,0,0,0,0.171639323235,-0.395195066929,1.254232168198,-0.032461371273,-0.000427529274,0.022587576881,-0.999217629433
185,1413393894.255760431290,1413393895.255760431290,1,1,1,0,0,0,0,0.185225486755,-0.378036558628,1.255754828453,0.030059499666,0.000728144485,-0.024342073128,0.999251425266
186,1413393894.305760622025,1413393895.305760622025,1,1,1,0,0,0,0,0.202665925026,-0.367807567120,1.258695721626,-0.030375553295,-0.000449958374,0.026563579217,-0.999185442924
187,1413393894.355760335922,1413393895.355760335922,1,1,1,0,0,0,0,0.214063048363,-0.348979949951,1.256165862083,-0.032139081508,-0.000683047052,0.027764240280,-0.999097466469
188,1413393894.405760526657,1413393895.405760526657,1,1,1,0,0,0,0,0.226244091988,-0.337001502514,1.252682924271,-0.035211410373,-0.000298056577,0.026225648820,-0.999035656452
189,1413393894.455760478973,1413393895.455760478973,1,1,1,0,0,0,0,0.234164357185,-0.323994219303,1.247608423233,-0.035782039165,-0.000944249565,0.024837229401,-0.999050498009
190,1413393894.505760431290,1413393895.505760431290,1,1,1,0,0,0,0,0.244290351868,-0.311850637197,1.239982604980,-0.036121156067,-0.002398449928,0.021884260699,-0.999104976654
191,1413393894.555760383606,1413393895.555760383606,1,1,1,0,0,0,0,0.250521183014,-0.294412821531,1.228306055069,-0.033222053200,-0.004742097110,0.017186995596,-0.999288976192
192,1413393894.605760574341,1413393895.605760574341,1,1,1,0,0,0,0,0.258597016335,-0.287120908499,1.215779066086,-0.031966798007,-0.007970836945,0.010807620361,-0.999398708344
193,1413393894.655760288239,1413393895.655760288239,1,1,1,0,0,0,0,0.264403343201,-0.274375259876,1.200740575790,-0.029264787212,-0.013707189821,0.007564221509,-0.999449133873
194,1413393894.705760478973,1413393895.705760478973,1,1,1,0,0,0,0,0.273356676102,-0.268318831921,1.189472913742,-0.031382586807,-0.021372720599,0.005663372576,-0.999262869358
195,1413393894.755760431290,1413393895.755760431290,1,1,1,0,0,0,0,0.280395150185,-0.259173661470,1.170541405678,-0.031670454890,-0.030560640618,0.001502563246,-0.999029934406
196,1413393894.805760622025,1413393895.805760622025,1,1,1,0,0,0,0,0.285726964474,-0.257523566484,1.151057004929,0.034704070538,0.041902132332,0.001138576888,0.998518168926
197,1413393894.855760335922,1413393895.855760335922,1,1,1,0,0,0,0,0.293180346489,-0.250457167625,1.131512403488,-0.034407112747,-0.054859884083,-0.004828053992,-0.997889399529
198,1413393894.905760526657,1413393895.905760526657,1,1,1,0,0,0,0,0.300039052963,-0.238252818584,1.113758325577,-0.031877182424,-0.070673502982,-0.008796079084,-0.996951282024
199,1413393894.955760478973,1413393895.955760478973,1,1,1,0,0,0,0,0.306578576565,-0.221562623978,1.091529488564,-0.026253417134,-0.086503297091,-0.015696791932,-0.995781898499
200,1413393895.005760431290,1413393896.005760431290,1,1,1,0,0,0,0,0.313021838665,-0.199693858624,1.073511958122,-0.017921369523,-0.105346836150,-0.018855215982,-0.994095265865
201,1413393895.055760383606,1413393896.055760383606,1,1,1,0,0,0,0,0.319515645504,-0.180198937654,1.049280643463,-0.010517839342,-0.125703468919,-0.023133061826,-0.991742372513
202,1413393895.105760574341,1413393896.105760574341,1,1,1,0,0,0,0,0.320931792259,-0.168474733829,1.019785881042,-0.008137328550,-0.147462829947,-0.027909372002,-0.988640308380
203,1413393895.155760288239,1413393896.155760288239,1,1,1,0,0,0,0,0.324069380760,-0.163029640913,0.988404572010,-0.010041660629,-0.167718634009,-0.035086944699,-0.985159218311
204,1413393895.205760478973,1413393896.205760478973,1,1,1,0,0,0,0,0.327889144421,-0.164297938347,0.966591119766,-0.015053332783,-0.189661115408,-0.039888411760,-0.980923533440
205,1413393895.255760431290,1413393896.255760431290,1,1,1,0,0,0,0,0.328863382339,-0.161261975765,0.936303079128,-0.022601457313,-0.211583718657,-0.044370766729,-0.976090550423
206,1413393895.305760622025,1413393896.305760622025,1,1,1,0,0,0,0,0.329801976681,-0.152316957712,0.910394310951,-0.026356605813,-0.233512833714,-0.047657426447,-0.970827460289
207,1413393895.355760335922,1413393896.355760335922,1,1,1,0,0,0,0,0.327938318253,-0.144022464752,0.878835082054,-0.028625266626,-0.254964947701,-0.052276894450,-0.965111732483
