kf_id,ts,n_fixed_kf,n_opt_kf,n_mps,n_edges,n_inlier_edges,ratio_inlier_edge,chi2_mean,chi2_std,pix_mean_px,pix_std_px,pix_median_px,pix_p90_px,opt_ms
49,1403715897.58,1,23,0,9224,9163,0.993386816999,0.787253297072,4.28138492815,1.08426266536,0.908412428221,0.832443475723,2.20263910294,23.572964
50,1403715897.68,1,24,0,9590,9516,0.99228362878,0.718983235274,1.48970146074,1.07545050915,0.913615954819,0.818708062172,2.20654463768,24.271174
51,1403715897.78,1,24,0,9551,9485,0.993089728824,0.723282008321,1.35320410818,1.09193693839,0.930999067727,0.828456640244,2.23177146912,20.971778
52,1403715897.88,1,24,0,9474,9393,0.991450284991,0.748446075236,1.81178749935,1.08878323437,0.931858840449,0.820729255676,2.20304942131,18.925637
53,1403715897.98,1,24,0,9402,9343,0.993724739417,1.5765512399,80.4310211328,1.09360491443,0.940973403889,0.82592689991,2.21167445183,18.274762
54,1403715898.08,1,25,0,9784,9717,0.993152085037,0.760497478699,2.79651925888,1.09966985905,0.944835596465,0.828237175941,2.2537946701,23.866598
55,1403715898.18,1,24,0,9323,9266,0.993886088169,0.962560227828,19.2495087175,1.09382877788,0.932496439048,0.820954680443,2.24226713181,19.440893
56,1403715898.28,1,25,0,9657,9603,0.994408201305,0.724497717861,1.36599645416,1.1014963636,0.939887047864,0.830260694027,2.26625657082,32.125276
57,1403715898.38,1,25,0,9614,9551,0.993447056376,0.761667228036,2.32893366373,1.10130988207,0.925034712813,0.843637943268,2.21505618095,32.088514
58,1403715898.48,1,26,0,9697,9647,0.994843766113,0.776549710054,3.15708434246,1.10189402131,0.917898076801,0.847429335117,2.21704053879,35.275883
59,1403715898.58,1,27,0,10027,9985,0.995811309464,0.78141633252,4.87477534735,1.10029346764,0.917990226905,0.850436151028,2.22611927986,27.25008
60,1403715898.73,1,28,0,10392,10366,0.997498075443,0.682065778529,1.13370050088,1.09208086651,0.917729323097,0.842283427715,2.1881210804,29.045919
61,1403715898.93,1,29,0,10777,10756,0.998051405772,1.16752844189,49.1185652798,1.0926665121,0.913481289492,0.841583788395,2.18643212318,30.443671
62,1403715899.18,23,6,0,5589,5579,0.998210771158,0.701303317864,1.09725158442,1.14758812516,0.951092286436,0.903020501137,2.27546882629,6.44051
63,1403715899.43,24,6,0,4965,4947,0.996374622356,0.703614486394,1.12692174074,1.15795981121,0.979221083608,0.908395171165,2.27909779549,5.200442
64,1403715899.83,24,7,0,5374,5359,0.997208783029,0.674987681586,1.00124591076,1.15593262191,0.961628459187,0.90615862608,2.28266644478,7.740422
65,1403715899.98,24,8,0,5754,5733,0.996350364964,0.696117286826,1.07106293333,1.17194537794,0.960597299446,0.919162929058,2.33058643341,6.114522
66,1403715900.18,24,9,0,6136,6118,0.997066492829,0.697270321,1.11144331905,1.17844980764,0.965315058315,0.919586658478,2.36677837372,7.887756
67,1403715900.28,24,10,0,6536,6509,0.995869033048,0.76161234906,2.84601243555,1.18387120387,0.972991792296,0.92191940546,2.37486219406,8.981053
68,1403715900.38,25,10,0,6537,6513,0.996328591097,0.712960747302,1.84348121735,1.16782753873,0.956709823953,0.908085525036,2.33692312241,11.514474
69,1403715900.48,25,11,0,6979,6957,0.996847685915,0.690941387625,1.05621003492,1.17648053605,0.964766458749,0.912042796612,2.39482307434,10.10494
70,1403715900.53,25,12,0,7304,7278,0.996440306681,0.737436677456,3.12525108013,1.1828569059,0.973533465823,0.916487753391,2.41709709167,10.730533
71,1403715900.58,25,13,0,7606,7575,0.995924270313,0.805503000708,4.90957176098,1.18857763941,0.991355388014,0.910753011703,2.42611241341,16.473093
72,1403715900.63,25,14,0,8050,7996,0.993291925466,0.867056779256,7.26822149615,1.18206674153,0.9879073078,0.900533676147,2.41414499283,11.71093
73,1403715900.68,25,15,0,8430,8393,0.995610913405,0.799597758957,6.36768491526,1.17381786891,0.980810113918,0.890050888062,2.3999812603,14.933903
74,1403715900.78,25,16,0,8851,8803,0.994576883968,0.755942734796,1.86149515494,1.17669813388,0.995262160164,0.892127871513,2.3956618309,14.666175
75,1403715900.83,25,17,0,9124,9075,0.994629548444,0.891666158979,9.1205680076,1.18122020438,0.995085089327,0.893346011639,2.40441441536,15.865168
76,1403715900.88,25,18,0,9511,9467,0.995373777731,0.772172547935,2.60021937431,1.18466621748,1.00483585524,0.890771329403,2.41798067093,16.906914
77,1403715900.93,25,19,0,9907,9853,0.99454930857,0.795634127417,2.96723390443,1.17284534741,1.00311004422,0.88560885191,2.40843319893,25.995276
78,1403715901.03,25,20,0,10306,10268,0.996312827479,0.803511483926,5.26726772581,1.16423448927,0.997460754827,0.873615801334,2.39438390732,25.571314
79,1403715901.13,25,21,0,10638,10600,0.996427899981,0.706948922489,1.28914433002,1.15579293132,0.997427945737,0.86356651783,2.36880469322,19.960648
80,1403715901.23,25,21,0,10653,10601,0.995118745893,0.792170828643,7.5267873744,1.15461615543,0.996217707968,0.862387120724,2.37844347954,20.970555
81,1403715901.33,25,21,0,10511,10471,0.996194462944,0.724654079642,1.65148888778,1.15732778673,0.9944190728,0.863153040409,2.38769817352,19.176629
82,1403715901.43,25,22,0,10662,10637,0.997655224161,0.717086569628,1.74944312021,1.16367843768,1.00277601137,0.863193154335,2.39994645119,27.830076
83,1403715901.53,25,22,0,10437,10409,0.997317236754,0.736748745323,2.1352300237,1.16822035406,0.991828511083,0.879914402962,2.41079926491,23.174435
84,1403715901.63,25,23,0,10619,10578,0.996138996139,0.725612345697,1.25425902498,1.17327254186,1.00116993139,0.883149981499,2.39433050156,20.129791
85,1403715901.73,26,23,0,9892,9839,0.994642135059,0.747885516417,1.82840339245,1.15845843987,0.996136198767,0.863494515419,2.39303517342,18.668991
86,1403715901.83,25,25,0,10964,10911,0.995165997811,1.87678928279,115.364846228,1.1880243652,1.02274113888,0.888451755047,2.43480658531,21.281572
87,1403715901.93,25,26,0,11426,11346,0.992998424646,0.835087280488,4.33850975666,1.18049990226,1.01804008992,0.883149027824,2.41138672829,29.455905
88,1403715902.03,25,27,0,11652,11571,0.993048403708,0.914629629701,14.347747395,1.16809153456,1.00552600788,0.881026923656,2.38682699203,29.388865
89,1403715902.13,25,28,0,11885,11811,0.993773664283,0.76663698878,1.57753027625,1.1639326706,0.997967117627,0.878150105476,2.37779450417,27.619627
90,1403715902.23,25,27,0,11550,11490,0.994805194805,0.840259565404,5.90920888564,1.15358020989,0.985093663444,0.877533018589,2.32853269577,26.10242
91,1403715902.33,25,28,0,11647,11571,0.993474714519,0.775216909821,1.60634903019,1.16037745485,0.998022118444,0.876321613789,2.36732649803,28.606526
92,1403715902.43,25,29,0,11777,11734,0.996348815488,0.737135222659,1.26782931893,1.1623448719,0.998060203872,0.877399325371,2.38566350937,25.613953
93,1403715902.53,25,30,0,12022,11970,0.995674596573,0.903138336557,9.5902245997,1.16311607224,0.993645034814,0.882191956043,2.36880540848,28.993851
94,1403715902.63,25,30,0,11835,11790,0.996197718631,0.764571526942,2.73117955708,1.1619988764,0.993000954079,0.885867059231,2.36032390594,27.359355
95,1403715902.73,25,31,0,12102,12053,0.995951082466,0.77891698,2.11403948031,1.16770530636,1.00394403435,0.88954180479,2.36116886139,25.913182
96,1403715902.83,25,32,0,12204,12151,0.995657161586,0.841990057524,4.43371548186,1.16666929914,0.990983186122,0.891724944115,2.36352086067,24.692822
97,1403715902.98,24,34,0,13296,13236,0.995487364621,0.779943718694,1.46926210583,1.1751565387,1.00433941491,0.89632165432,2.39523100853,28.43992
98,1403715903.28,1,59,0,19857,19783,0.996273354485,0.745940697761,1.45613465287,1.14547158376,0.967494930872,0.876717984676,2.32761979103,61.101408
99,1403715903.53,3,58,0,20261,20187,0.996347662998,0.766044210207,2.31756258384,1.14989009336,0.980919248692,0.875171124935,2.33429861069,66.321357
100,1403715903.68,11,51,0,20121,20053,0.9966204463,0.749711112759,2.18298627837,1.16029391498,0.998577302383,0.88239723444,2.34949803352,50.985523
101,1403715903.83,13,50,0,20484,20435,0.997607889084,0.746911403668,2.45208767071,1.16964016214,1.00572669394,0.888948500156,2.366137743,49.219644
102,1403715903.98,30,34,0,16192,16142,0.996912055336,1.10773838469,42.55435954,1.2207349155,1.02685609157,0.942366838455,2.4233314991,40.571492
103,1403715904.18,30,35,0,16515,16438,0.995337571904,0.781701578008,1.2700778539,1.22720245344,1.0340463113,0.947237014771,2.44938015938,39.416224
104,1403715904.33,31,35,0,16485,16427,0.996481649985,0.820766988877,3.23603469977,1.22082276125,1.02859299803,0.944392323494,2.42422008514,36.571243
105,1403715904.48,31,36,0,16828,16772,0.996672212978,0.80586854139,2.47862987003,1.2203445943,1.02382780264,0.942267537117,2.42902255058,41.720401
106,1403715904.63,31,37,0,17087,17051,0.997893135132,0.771940411842,1.61212503799,1.22055279974,1.02122757057,0.945443987846,2.41782617569,37.067213
107,1403715904.73,33,36,0,16482,16432,0.996966387574,2.34130774578,138.507026892,1.22429640118,1.02018159127,0.949697315693,2.42381095886,56.810684
108,1403715904.88,36,34,0,14710,14650,0.99592114208,3.20531362396,284.015502519,1.19940938663,0.980839441144,0.939103007317,2.35863232613,37.210787
109,1403715904.98,41,30,0,14894,14856,0.997448637035,2.87969315446,234.482555458,1.20726912213,0.987540582399,0.939979970455,2.37279057503,28.203172
110,1403715905.08,36,36,0,15154,15095,0.996106638511,0.938740252172,13.5790502943,1.20711730926,0.981946089602,0.944458842278,2.37248873711,42.106069
111,1403715905.18,45,26,0,12564,12509,0.995622413244,3.96757310659,332.269779402,1.2388151951,0.992229471064,0.976864874363,2.41862511635,28.028291
112,1403715905.28,38,33,0,14034,13971,0.995510902095,0.886488182497,5.99983420603,1.21895345887,0.988236395261,0.952071845531,2.39658761024,35.116246
113,1403715905.38,33,27,0,12835,12776,0.99540319439,0.832807552254,1.3097584512,1.22404667574,0.993872457245,0.950007200241,2.41407561302,24.624096
114,1403715905.48,34,27,0,13036,12973,0.995167229211,1.03638266164,17.6249540798,1.23019269779,0.995260107652,0.965480268002,2.41862201691,25.698229
115,1403715905.58,33,29,0,12953,12899,0.995831081603,0.890017419917,5.85494725682,1.22739137475,0.985522012637,0.965526282787,2.42279314995,30.652072
116,1403715905.68,34,20,0,10968,10947,0.998085339168,0.857630009279,1.28418737589,1.27408028671,1.00631660173,1.00755667686,2.46836805344,13.601591
117,1403715905.73,39,16,0,9962,9942,0.99799237101,4.88342047383,371.955120974,1.29784901172,1.00573829045,1.03228580952,2.49860906601,17.045778
118,1403715905.78,33,15,0,8566,8552,0.998365631567,0.905994071139,1.1309091244,1.33618518404,1.01913630505,1.07587885857,2.53644585609,9.090192
119,1403715905.83,33,15,0,8589,8570,0.997787868204,0.927191894465,1.96671092225,1.33577397317,1.01729406522,1.07479166985,2.56403684616,7.372142
120,1403715905.88,33,15,0,7759,7747,0.998453408944,1.83670114213,80.358633194,1.34591281464,1.00984397031,1.0883449316,2.58347201347,8.960287
121,1403715905.93,34,15,0,6370,6358,0.998116169545,0.984792480674,1.35144032626,1.40749550162,1.02827434375,1.1631911993,2.69807171822,5.750758
122,1403715905.98,33,15,0,7616,7606,0.99868697479,0.90890819562,1.10919603708,1.33486005964,1.00260126543,1.07547545433,2.57273030281,7.717169
123,1403715909.98,28,49,0,21803,21742,0.997202219878,0.782633610618,1.20256500219,1.20165337832,1.00997741709,0.924258291721,2.41801381111,56.427798
124,1403715910.13,12,66,0,23759,23689,0.997053748053,0.804280655177,1.29729944454,1.2130281093,1.00883484344,0.936757683754,2.43639326096,67.571465
125,1403715910.28,38,41,0,19323,19262,0.996843140299,0.825383567202,1.20233522271,1.26545117259,1.03014659106,0.993037164211,2.50655817986,47.491837
126,1403715910.43,39,41,0,19369,19305,0.996695750942,0.889898146886,4.01968147995,1.28201687773,1.03613128794,1.01213729382,2.53760075569,40.139836
127,1403715910.58,39,42,0,19719,19651,0.996551549267,0.936887624488,4.91368227468,1.28124294419,1.03576697429,1.00890362263,2.54570960999,54.821945
128,1403715910.73,38,44,0,20137,20086,0.997467348662,0.933144480415,5.42872597444,1.28496268915,1.03885730046,1.012616992,2.54964494705,52.872698
129,1403715910.88,34,49,0,20666,20614,0.9974837898,0.891791228843,4.56831304667,1.28332304691,1.03953402342,1.0094742775,2.55509328842,59.263195
130,1403715911.03,35,49,0,20771,20695,0.996341052429,1.15187006228,33.0787114376,1.27980515398,1.03375799953,1.0090585947,2.53830265999,51.638994
131,1403715911.18,35,50,0,20901,20835,0.996842256351,0.93205452678,6.05961228523,1.27759212634,1.02874091794,1.01067817211,2.52700066566,62.01753
132,1403715911.33,35,50,0,20853,20784,0.996691123579,0.859474866218,1.52506103533,1.27458253056,1.02279521589,1.0060249567,2.5240175724,72.271519
133,1403715911.48,37,49,0,18927,18875,0.997252602103,1.17006605248,39.0010324088,1.26790367901,1.01335461647,1.00364887714,2.48574376106,86.54025
134,1403715911.63,32,43,0,16351,16283,0.995841232952,16.5878230145,1429.9773935,1.23979231028,0.988623313307,0.982633769512,2.44277215004,65.4418
135,1403715911.78,32,44,0,16775,16700,0.995529061103,2.53435949583,150.891145782,1.24007044458,0.986778658131,0.983214735985,2.43172168732,57.521642
136,1403715911.93,33,44,0,17076,17003,0.995724994144,1.53439065555,71.8790748386,1.24272039335,0.986275206001,0.984248459339,2.43951272964,74.153258
137,1403715912.08,30,43,0,17069,16978,0.994668697639,6.91751206468,529.049905967,1.24761803618,0.989568548018,0.988260507584,2.45271968842,68.149354
138,1403715912.23,32,40,0,16984,16932,0.996938294866,0.91387752428,5.86277868891,1.24681332626,0.989078452549,0.988126635551,2.42753982544,47.257821
139,1403715912.38,24,42,0,17376,17309,0.996144106814,0.909572309279,2.56863919409,1.24569261482,0.994873101633,0.988118648529,2.42884707451,54.81186
140,1403715912.53,41,24,0,15575,15505,0.995505617978,3.26079604403,207.620202188,1.27786027703,1.00793275241,1.0195761919,2.48240494728,29.347382
141,1403715912.63,43,22,0,12391,12347,0.99644903559,1.10054945577,14.5512391294,1.30936951381,1.01584832473,1.05423700809,2.51320099831,25.746419
142,1403715912.73,43,23,0,12710,12661,0.996144767899,0.974787906701,2.23481750288,1.31089780834,1.01099639223,1.05962133408,2.50972771645,20.670118
143,1403715912.83,42,22,0,9817,9764,0.994601201997,1.09922631242,8.60561064397,1.32654921331,1.02596133249,1.07261478901,2.5667014122,19.62716
144,1403715912.93,42,23,0,10106,10049,0.994359786266,1.02840687228,3.82596036373,1.32016432872,1.02037786708,1.06667423248,2.55884075165,24.38436
145,1403715913.03,44,22,0,8851,8805,0.994802847136,1.08049484158,4.29402712244,1.35312855318,1.04365557943,1.09365463257,2.64178323746,20.384704
146,1403715913.13,44,23,0,9255,9221,0.996326310103,1.02000480529,3.262817189,1.34741012154,1.03652891314,1.08924007416,2.62106633186,18.451727
147,1403715913.23,45,22,0,9274,9231,0.995363381497,1.00203691303,2.69285716834,1.35056022798,1.04163471033,1.09423613548,2.62822413445,23.964413
148,1403715913.33,45,23,0,9642,9604,0.99605890894,1.53152002753,50.2185809122,1.35500983038,1.04409114777,1.09492504597,2.63949942589,24.147194
149,1403715913.43,46,16,0,7799,7764,0.99551224516,1.15102960669,9.98945098798,1.33799933606,1.02474680947,1.08471262455,2.60150980949,17.803989
150,1403715913.48,47,15,0,7173,7141,0.995538826154,1.19890975845,17.6005679365,1.33377443142,1.01425217528,1.08399307728,2.58460092545,11.887442
151,1403715913.53,47,16,0,7527,7478,0.993490102298,1.29293486612,10.747406552,1.33327302569,1.02032369028,1.08345532417,2.59579110146,16.150582
152,1403715913.58,47,17,0,7940,7893,0.994080604534,1.1944843976,20.4552149143,1.33397694385,1.02179859816,1.0892111063,2.57210373878,13.366645
153,1403715913.68,47,18,0,8565,8520,0.994746059545,0.961181847665,3.13246365137,1.33532211432,1.02385212692,1.08880138397,2.586550951,16.399049
154,1403715913.73,47,19,0,9236,9178,0.993720225206,0.957494344732,2.77534343479,1.32853109622,1.01342967423,1.08150625229,2.57993865013,18.540157
155,1403715913.83,47,20,0,9959,9917,0.995782709107,0.933858913436,3.31666278035,1.32008048189,1.01753987769,1.06802046299,2.5773601532,20.020337
156,1403715913.93,45,20,0,10027,9986,0.995911040191,0.913845766237,2.99682833968,1.324164049,1.02936320801,1.06353628635,2.61034059525,23.415254
157,1403715914.03,45,21,0,10537,10487,0.995254816361,0.927671607234,2.87222924059,1.33097750168,1.03678990227,1.06114041805,2.61579465866,24.644456
158,1403715914.13,45,21,0,10685,10635,0.995320542817,0.883686665447,1.23169244112,1.33489630977,1.04834963998,1.06406462193,2.64600753784,26.228312
159,1403715914.23,45,21,0,10728,10660,0.993661446682,1.27004473712,20.6155988101,1.33225372332,1.04507296524,1.06733894348,2.6511027813,26.946431
160,1403715914.33,46,20,0,10389,10326,0.993935893734,1.01667209399,8.42233708977,1.33115062267,1.0357060122,1.06852018833,2.64479446411,23.705451
161,1403715914.43,46,21,0,10857,10767,0.991710417242,1.71365818236,24.265952339,1.33669150801,1.04095012488,1.06940281391,2.66669273376,30.461562
162,1403715914.53,46,22,0,11282,11223,0.994770430775,0.907969118243,1.52007661948,1.34153778221,1.04435662245,1.08000290394,2.65552043915,26.463431
163,1403715914.63,46,23,0,11774,11716,0.995073891626,0.91159554446,1.51673936647,1.34688132335,1.05463072657,1.08200240135,2.68353366852,29.378601
164,1403715914.73,46,24,0,12215,12146,0.994351207532,0.931171914608,1.79509121795,1.35132312061,1.04943169054,1.08398973942,2.68846559525,26.461638
165,1403715914.83,47,24,0,12463,12394,0.994463612292,0.975681881599,4.74842502665,1.35988650042,1.05732986488,1.08670079708,2.70257401466,28.764007
166,1403715914.93,47,25,0,12884,12809,0.994178826451,0.927144671777,1.516803856,1.36091606499,1.06481319442,1.08145773411,2.70587134361,29.545476
167,1403715915.08,47,25,0,12916,12849,0.994812635491,1.1205946883,21.454539,1.35643958928,1.06869473444,1.07396280766,2.71058917046,31.775049
168,1403715915.23,47,26,0,13319,13230,0.993317816653,0.975587919192,3.79961501353,1.35678363311,1.06654795883,1.07867884636,2.71581411362,35.719028
169,1403715915.38,36,26,0,13280,13194,0.993524096386,0.983364306861,3.49137332623,1.35442173214,1.0579468434,1.0867972374,2.67270565033,32.383083
170,1403715915.48,36,27,0,13615,13522,0.993169298568,1.24627736503,20.9485505119,1.36167500671,1.06482955327,1.08760845661,2.67528533936,39.543093
171,1403715915.58,47,29,0,14547,14456,0.993744414656,1.02060026234,6.90460681489,1.36598780946,1.06585019055,1.10026657581,2.70410013199,41.972897
172,1403715915.68,47,29,0,14540,14449,0.993741403026,1.06952491392,7.63554157532,1.3582757567,1.06022337292,1.08684718609,2.68044281006,42.793031
173,1403715915.78,36,29,0,14648,14568,0.99453850355,0.973318076889,4.0726607724,1.35048863579,1.05337227816,1.08105266094,2.66887545586,41.852094
174,1403715915.93,47,31,0,15571,15486,0.99454113416,0.980993634653,3.97606870595,1.35663425587,1.06457493108,1.08154547215,2.68936777115,47.763043
175,1403715916.08,47,32,0,15970,15880,0.994364433312,1.76950295246,80.5900613714,1.35551296799,1.06855937466,1.07631623745,2.68501281738,43.489667
176,1403715916.18,47,33,0,16423,16340,0.99494611216,0.985255290213,3.70095543115,1.35753185079,1.06434864834,1.07980120182,2.69902873039,43.77423
177,1403715916.33,36,32,0,15969,15892,0.995178157681,1.16140761673,23.2634137029,1.33559715207,1.04063926479,1.065985322,2.66194987297,42.967638
178,1403715916.48,36,33,0,16293,16215,0.995212668017,1.08597130733,16.656374395,1.33458796848,1.04037303093,1.06379818916,2.6497592926,46.432996
179,1403715916.63,36,34,0,16518,16463,0.996670299068,0.949279720601,3.94753854947,1.3358010191,1.04775702472,1.06353163719,2.65469241142,47.594788
180,1403715916.78,45,38,0,17528,17452,0.995664080329,1.02534316563,11.6873009028,1.33936047387,1.05516697814,1.06209361553,2.67057871819,51.436485
181,1403715916.93,46,38,0,17486,17439,0.997312135423,0.931441597113,4.96829550215,1.33864848162,1.05513058092,1.06257092953,2.6720764637,48.402717
182,1403715917.08,48,40,0,18362,18314,0.997385905675,0.922027372427,2.34020856412,1.35341640453,1.05586670453,1.07937824726,2.68779611588,56.575716
183,1403715917.23,46,51,0,21400,21346,0.997476635514,0.933431121752,2.5625441363,1.35534354763,1.0566181015,1.08258366585,2.68547081947,61.612276
184,1403715917.38,45,53,0,21878,21824,0.997531767072,0.948710954043,2.90066412567,1.35555908442,1.06196699541,1.08075833321,2.69268107414,80.517057
185,1403715917.53,45,54,0,22236,22167,0.996896923907,1.0015865962,7.75338520483,1.35671910401,1.06503251997,1.07831823826,2.69839286804,70.677179
